Brnd_Name,Gnrc_Name
Novolog Penfill,Insulin Aspart
Novopen Echo,Insulin Admin. Supplies
Novoseven RT,"Coagulation Factor VIIA,Recomb"
Novotwist,"Pen Needle, Diabetic"
Noxafil*,Posaconazole
Nu-Mag,Magnesium Chloride
Nubeqa,Darolutamide
Nucala,Mepolizumab
Nucynta,Tapentadol HCl
Nucynta ER,Tapentadol HCl
Nuedexta,Dextromethorphan HBr/Quinidine
Nulev,Hyoscyamine Sulfate
Nulibry,Fosdenopterin Hydrobromide
Nulojix,Belatacept
Nulytely,Sodium Chloride/NaHCO3/KCl/PEG
Nulytely With Flavor Packs,Sodium Chloride/NaHCO3/KCl/PEG
Nuplazid,Pimavanserin Tartrate
Nurtec ODT,Rimegepant Sulfate
Nutramigen DHA-Ara,"Inf.Formula,Iron,Sp.Met.Lac-Fr"
Nutramigen Enflora-Lgg,"Inf Form,Iron,Spc.Met,Lac-Free"
Nutramigen Lipil,"Inf.Formula,Iron,Sp.Met.Lac-Fr"
Nutramigen Toddler Enflora-Lgg,"Inf Form,Iron,Spc.Met,Lac-Free"
Nutren 1.0,Nutritional Supplement
Nutrilipid,Fat Emulsions
Nutropin Aq Nuspin,Somatropin
Nuvaring,Etonogestrel/Ethinyl Estradiol
Nuvessa,Metronidazole
Nuvigil,Armodafinil
Nuwiq,"Antihemoph.FVIII,Hek B-Delete"
Nuzyra*,Omadacycline Tosylate
Nyamyc,Nystatin
Nylia,Norethindrone-Ethin. Estradiol
Nymyo,Norgestimate-Ethinyl Estradiol
Nystatin*,Nystatin
Nystatin-Triamcinolone,Nystatin/Triamcinolone Acet
Nystop,Nystatin
Nyvepria,PEGfilgrastim-Apgf
Ob Complete,Multivit-Min69/Iron/Folic Acid
Ob Complete One,PNV 85/Iron/Folic/DHA/Fish Oil
Ob Complete Petite,Prenatal56/Iron/Folic Acid/DHA
Ob Complete Premier,"PNV83/Iron,Carb,Asp/Folic Acid"
Ob Complete With DHA,"PNV 30/Iron Carb,Ag/Folic/Om3"
Ocaliva,Obeticholic Acid
Ocella,Ethinyl Estradiol/Drospirenone
Ocrevus,Ocrelizumab
Octagam,Immun Globg(IgG)/Malt/IgA Ov50
Octreotide Acetate,Octreotide Acetate
Ocuflox,Ofloxacin
Ocuvite Adult 50 Plus,Mv-Mn/Om3/DHA/EPA/Fish/Lut/Zea
Ocuvite Eye Health,Vit C/E/Zinc/Lutein/Zeaxanthin
Ocuvite Lutein-Zeaxanthin,Vit C/E/Zn/Coppr/Lutein/Zeaxan
Ocuvite With Lutein,"Vits A,C,E/Lutein/Minerals"
Odefsey,Emtricitab/Rilpiviri/Tenof Ala
Odomzo,Sonidegib Phosphate
Ofev,Nintedanib Esylate
Ofloxacin*,Ofloxacin
Ogivri,Trastuzumab-Dkst
Olanzapine ODT,Olanzapine
Olanzapine*,Olanzapine
Olanzapine-Fluoxetine HCl,Olanzapine/Fluoxetine HCl
Olmesartan Medoxomil,Olmesartan Medoxomil
Olmesartan-Amlodipine-HCTZ,Olmesartan/Amlodipin/HCThiazid
Olmesartan-Hydrochlorothiazide,Olmesartan/Hydrochlorothiazide
Olopatadine HCl*,Olopatadine HCl
Olumiant,Baricitinib
Omega-3 Acid Ethyl Esters,Omega-3 Acid Ethyl Esters
Omega-3 Fish Oil,Omega-3/DHA/EPA/Fish Oil
Omegaven,Fatty Acid6/Fish Oil/Gly/P-Lip
Omeprazole,Omeprazole
Omeprazole-Sodium Bicarbonate,Omeprazole/Sodium Bicarbonate
Omidria,Phenylephrine/Ketorolac
Omnaris,Ciclesonide
Omnipaque*,Iohexol
Omniscan,Gadodiamide
Omnitrope,Somatropin
Oncaspar,PEGaspargase
Oncovite,"Multivitamin,Therapeutic"
Ondansetron HCl,Ondansetron HCl/PF
Ondansetron HCl*,Ondansetron HCl
Ondansetron ODT,Ondansetron
One Daily,Multivit-Minerals/FA/Lycopene
One Daily Essential,Multivitamin With Folic Acid
One Daily Men's 50+,Mv-Mins/Folic/Lycopene/Ginkgo
One Daily Women's 50+,Multivit-Minerals/Folic/Ginkgo
One Daily Women's Health,"Multivit,Calc,Mins/Iron/Folic"
One-Daily Multi-Vitamin,Multivitamin
Onexton,Clindamycin Phos/Benzoyl Perox
Onfi,Clobazam
Ongentys,Opicapone
Onglyza,Saxagliptin HCl
Onivyde,Irinotecan Liposomal
Onpattro,"Patisiran Sodium,Lipid Complex"
Ontruzant,Trastuzumab-Dttb
Onureg,Azacitidine
Onzetra Xsail,Sumatriptan Succinate
Opdivo,Nivolumab
Opdualag,Nivolumab-Relatlimab-Rmbw
Opium Tincture,Opium Tincture
Opsumit,Macitentan
Optison,Perflutren Protein-A Microsphr
Opzelura,Ruxolitinib Phosphate
Ora Plus,Compound Vehicle Susp SF No.20
Ora-Blend,Compounding Vehicle Susp No.19
Ora-Blend SF,Compound Veh.Susp Sugar-Free 1
Ora-Sweet,Compounding Vehicle Syrup No23
Ora-Sweet-Sf,Compound Vehicle Sugar-Free 9
Oracea,Doxycycline Monohydrate
Oracit,Citric Acid/Sodium Citrate
Oral Suspending Compound Plus,Cpd Vehicle Susp.Sugar-Free 12
Oralair,Gr Pol-Orc/Sw Ver/Rye/Kent/Tim
Oralone,Triamcinolone Acetonide
Oralyte,Electrolytes/Dextrose
Orbactiv,Oritavancin Diphosphate
Orencia,Abatacept
Orencia Clickject,Abatacept
Orenitram ER,Treprostinil Diolamine
Orfadin,Nitisinone
Orgovyx,Relugolix
Oriahnn,Elagolix/Estradiol/Norethindrn
Orilissa,Elagolix Sodium
Orkambi,Lumacaftor/IVacaftor
Orladeyo,Berotralstat Hydrochloride
Orlistat,Orlistat
Orphenadrine Citrate,Orphenadrine Citrate
Orphenadrine Citrate ER,Orphenadrine Citrate
Orsythia,Levonorgestrel/Ethin.Estradiol
Orthovisc,Hyaluronate Sodium
Ortikos,Budesonide
Os-Cal 500-Vit D3,Calcium Carbonate/Vitamin D3
Oscimin,Hyoscyamine Sulfate
Oscimin SR,Hyoscyamine Sulfate
Oscimin Sl,Hyoscyamine Sulfate
Oseltamivir Phosphate,Oseltamivir Phosphate
Oseni,Alogliptin Benz/Pioglitazone
Osmitrol,Mannitol
Osmolex ER,Amantadine HCl
Osmoprep,"Sod Phosphate Mbas/Sod Phos,Di"
Osphena,Ospemifene
Otezla,Apremilast
Otiprio,Ciprofloxacin
Otovel,Ciprofloxacin HCl/Fluocinolone
Otrexup,Methotrexate/PF
Ovace Plus,Sulfacetamide Sodium
Ovidrel,Choriogonadotropin Alfa
Oxacillin,Oxacillin In Dextrose(Iso-Osm)
Oxacillin Sodium,Oxacillin Sodium
Oxaliplatin,Oxaliplatin
Oxandrolone,Oxandrolone
Oxaprozin,Oxaprozin
Oxaydo,Oxycodone HCl
Oxazepam,Oxazepam
Oxbryta,Voxelotor
Oxcarbazepine,Oxcarbazepine
Oxervate,Cenegermin-Bkbj
Oxiconazole Nitrate,Oxiconazole Nitrate
Oxistat,Oxiconazole Nitrate
Oxlumo,Lumasiran Sodium
Oxtellar XR,Oxcarbazepine
Oxybutynin Chloride,Oxybutynin Chloride
Oxybutynin Chloride ER,Oxybutynin Chloride
Oxycodone HCl,Oxycodone HCl
Oxycodone HCl ER,Oxycodone HCl
Oxycodone-Acetaminophen,Oxycodone HCl/Acetaminophen
Oxycontin,Oxycodone HCl
Oxymorphone HCl,Oxymorphone HCl
Oxymorphone HCl ER,Oxymorphone HCl
Oxytocin,Oxytocin
Oxytrol,Oxybutynin
Oysco 500-Vit D3,Calcium Carbonate/Vitamin D3
Oysco-500,Calcium Carbonate
Oyster Shell Calcium,Calcium Carbonate
Oyster Shell Calcium W-Vit D,Calcium Carbonate/Vitamin D3
Oyster Shell Calcium-Vit D3,Calcium Carbonate/Vitamin D3
Oyster Shell Calcium-Vitamin D,Calcium Carbonate/Vitamin D3
Ozempic,Semaglutide
Ozobax,Baclofen
Ozurdex,Dexamethasone
PEG 3350-Electrolyte,"PEG3350/Sod Sulf,Bicarb,Cl/KCl"
PEG-3350 And Electrolytes,"PEG3350/Sod Sulf,Bicarb,Cl/KCl"
PEG3350-Sod Sul-NaCl-KCl-Asb-C,PEG3350/Sod Sul/NaCl/KCl/Asb/C
PEGasys,PEGinterferon Alfa-2a
PNV 29-1,"Prenatal Vit,Calc76/Iron/Folic"
PNV-DHA,Multivit 47/Iron/Folate 1/DHA
PNV-Omega,Mv-Mins 71/Iron/Folic No.1/DHA
PNV-Select,"Prenatal,Calc.40/Iron/Folate 1"
Pacerone,Amiodarone HCl
Paclitaxel,Paclitaxel
Paclitaxel Protein-Bound,Paclitaxel Protein-Bound
Padcev,Enfortumab Vedotin-Ejfv
Pain Relief,Acetaminophen
Palforzia,Peanut Allergen Powder-Dnfp
Paliperidone ER,Paliperidone
Palonosetron HCl,Palonosetron HCl
Palynziq,PEGvaliase-Pqpz
Pamelor,Nortriptyline HCl
Pamidronate Disodium,Pamidronate Disodium
Pancreaze,Lipase/Protease/Amylase
Panhematin,Hemin
Pantoprazole Sodium*,Pantoprazole Sodium
Panzyga,Immun Glob G(IgG)-Ifas/Glycine
Papaverine HCl,Papaverine HCl
Paragard T 380-A,Copper
Paraplatin,Carboplatin
Paricalcitol*,Paricalcitol
Paroex,Chlorhexidine Gluconate
Paromomycin Sulfate,Paromomycin Sulfate
Paroxetine Cr,Paroxetine HCl
Paroxetine ER,Paroxetine HCl
Paroxetine HCl,Paroxetine HCl
Paroxetine Mesylate,Paroxetine Mesylate
Parsabiv,Etelcalcetide Hydrochloride
Patanase,Olopatadine HCl
Paxil,Paroxetine HCl
Paxil Cr,Paroxetine HCl
Paxlovid (Eua),Nirmatrelvir/Ritonavir
Pazeo,Olopatadine HCl
Pedia-Lax,Magnesium Hydroxide
Pedia-Lax Stool Softener,Docusate Sodium
Pedialyte,Electrolytes/Dextrose
Pediatric D-Vite,Cholecalciferol (Vitamin D3)
Pediatric Electrolyte,Electrolytes/Dextrose
Pemazyre,Pemigatinib
Pemetrexed Disodium,Pemetrexed Disodium
Pemfexy,Pemetrexed
Penciclovir,Penciclovir
Penicillamine,Penicillamine
Penicillin G Potassium,Penicillin G Potassium
Penicillin G Procaine,Penicillin G Procaine
Penicillin G Sodium,Penicillin G Sodium
Penicillin Gk-Iso-Osm Dextrose,Pen G Pot/Dextrose-Water
Penicillin V Potassium,Penicillin V Potassium
Pennsaid,Diclofenac Sodium
Pentam 300,Pentamidine Isethionate
Pentamidine Isethionate*,Pentamidine Isethionate
Pentasa,Mesalamine
Pentazocine-Naloxone HCl,Pentazocine HCl/Naloxone HCl
Pentobarbital Sodium,Pentobarbital Sodium
Pentoxifylline,Pentoxifylline
Pepcid,Famotidine
Percocet,Oxycodone HCl/Acetaminophen
Perforomist,Formoterol Fumarate
Perindopril Erbumine,Perindopril Erbumine
Perjeta,Pertuzumab
Permethrin,Permethrin
Perphenazine,Perphenazine
Perphenazine-Amitriptyline,Perphenazine/Amitriptyline HCl
Perseris,Risperidone
Pertzye,Lipase/Protease/Amylase
Petroleum Jelly,"Petrolatum,White"
Pexeva,Paroxetine Mesylate
Pfd Toddler,"Infant Formula, Metabolic,Iron"
Pfizerpen,Penicillin G Potassium
Ph 12 Diluent For Flolan,Diluent For Epoprostenol(Glyc)
Phenadoz,Promethazine HCl
Phenazopyridine HCl,Phenazopyridine HCl
Phendimetrazine Tartrate,Phendimetrazine Tartrate
Phendimetrazine Tartrate ER,Phendimetrazine Tartrate
Phenelzine Sulfate,Phenelzine Sulfate
Phenergan,Promethazine HCl
Phenobarbital,Phenobarbital
Phenobarbital Sodium,Phenobarbital Sodium
Phenohytro,Phenobarb/Hyoscy/Atropine/Scop
Phenol Ez,Phenol Liquid
Phenoxybenzamine HCl,Phenoxybenzamine HCl
Phentermine HCl,Phentermine HCl
Phentolamine Mesylate,Phentolamine Mesylate
Phenyl-Free 2,Nut.Tx For Pku With Iron No.45
Phenylephrine HCl*,Phenylephrine HCl
Phenytek,Phenytoin Sodium Extended
Phenytoin,Phenytoin
Phenytoin Sodium,Phenytoin Sodium
Phenytoin Sodium Extended,Phenytoin Sodium Extended
Phesgo,Pertuzumab-Trastuzumab-Hy-Zzxf
Phexxi,Lactic Acid/Citric/Potassium
Philith,Norethindrone-Ethin. Estradiol
Phos-Nak,"Sodium,Potassium Phosphates"
Phoslyra,Calcium Acetate
Phospha 250 Neutral,"Sod Phos Di, Mono/K Phos Mono"
Phosphasal,Meth/Meblue/Sod Phos/Psal/Hyos
Phospho-Trin 250 Neutral,"Sod Phos Di, Mono/K Phos Mono"
Phospho-Trin K500,"Potassium Phosphate,Monobasic"
Phospholine Iodide,Echothiophate Iodide
Phytonadione*,Phytonadione (Vit K1)
Pifeltro,Doravirine
Pilocarpine HCl*,Pilocarpine HCl
Pimecrolimus,Pimecrolimus
Pimozide,Pimozide
Pimtrea,Desog-E.Estradiol/E.Estradiol
Pindolol,Pindolol
Pioglitazone HCl,Pioglitazone HCl
Pioglitazone-Glimepiride,Pioglitazone HCl/Glimepiride
Pioglitazone-Metformin,Pioglitazone HCl/Metformin HCl
Piperacillin-Tazobactam,Piperacillin Sodium/Tazobactam
Piqray,Alpelisib
Pirfenidone,Pirfenidone
Pirmella,Norethindrone-Ethin. Estradiol
Piroxicam,Piroxicam
Pitocin,Oxytocin
Plasbumin-25,Albumin Human
Plasbumin-5,Albumin Human
Plasma-Lyte 148,Electrolyte-148 Solution
Plasma-Lyte A pH 7.4,Electrolyte-A Solution
Plastic Bandages,Adhesive Bandage
Plavix,Clopidogrel Bisulfate
Plegridy Pen,PEGinterferon Beta-1a
Plegridy*,PEGinterferon Beta-1a
Plenamine,Parenteral Amino Acid 15% No.1
Plenvu,PEG3350/Sod Sul/NaCl/KCl/Asb/C
Pliaglis,Lidocaine/Tetracaine
Pneumovax 23,Pneumococcal 23-Val P-Sac Vac
Podocon-25,Podophyllum Resin
Podofilox,Podofilox
Poise Liners,"Incontinence Pad,Liner,Disp"
Poise Pads,"Incontinence Pad,Liner,Disp"
Polivy,Polatuzumab Vedotin-Piiq
Polocaine,Mepivacaine HCl
Polocaine-MPF,Mepivacaine HCl/PF
Poly-Iron,Iron Polysaccharide Complex
Poly-Iron 150 Forte,Iron Ps Complex/B12/Folic Acid
Poly-Vi-Flor,Pedi Multivit 213 W-Fluoride
Poly-Vi-Flor With Iron,Ped Multivit 205/Fluoride/Iron
Poly-Vi-Sol,Pediatric Multivitamin No.192
Poly-Vi-Sol With Iron,Pedi Mv No.189/Ferrous Sulfate
Poly-Vitamin,Multivitamin
Polycin,Bacitracin/Polymyxin B Sulfate
Polyethylene Glycol 3350,Polyethylene Glycol 3350
Polymyxin B Sul-Trimethoprim,Polymyxin B Sulf/Trimethoprim
Polymyxin B Sulfate,Polymyxin B Sulfate
Polysaccharide Iron,Iron Polysaccharide Complex
Polytrim,Polymyxin B Sulf/Trimethoprim
Polyvinyl Alcohol,Polyvinyl Alcohol
Pomalyst,Pomalidomide
Ponvory,Ponesimod
Portagen,Nut.Tx.Impaired Digest Fxn/Mct
Portia,Levonorgestrel/Ethin.Estradiol
Portrazza,Necitumumab
Posaconazole,Posaconazole
Potass Cit-Sod Cit-Citric Acid,Sod/Pot/K Cit/Sod Cit/Cit Acid
Potassium Acetate,Potassium Acetate
Potassium Chloride,Potassium Chloride In Water
Potassium Chloride In D5lr,Potassium Chloride In Lr-D5
Potassium Chloride*,Potassium Chloride
Potassium Chloride-0.45% NaCl,Potassium Chloride-0.45% NaCl
Potassium Chloride-0.9% NaCl,Potassium Chloride In 0.9%NaCl
Potassium Chloride-Dextrose 5%,Potassium Chloride In D5W
Potassium Citrate ER,Potassium Citrate
Potassium Citrate-Citric Acid,Potassium Citrate/Citric Acid
Potassium Iodide,Potassium Iodide
Potassium Phosphate,"Potassium Phos,M-Basic-D-Basic"
Potassium Phosphates,"Potassium Phos,M-Basic-D-Basic"
Poteligeo,Mogamulizumab-Kpkc
Pradaxa,Dabigatran Etexilate Mesylate
Praluent Pen,Alirocumab
Pramipexole Dihydrochloride,Pramipexole Di-HCl
Pramipexole ER,Pramipexole Di-HCl
Prasugrel HCl,Prasugrel HCl
Pravastatin Sodium,Pravastatin Sodium
Praziquantel,Praziquantel
Prazosin HCl,Prazosin HCl
Precedex,Dexmedetomidine HCl
Pred Forte,Prednisolone Acetate
Pred Mild,Prednisolone Acetate
Pred-G,Gentamicin Sulf/Prednisolone
Prednicarbate,Prednicarbate
Prednisolone,Prednisolone
Prednisolone Acetate,Prednisolone Acetate
Prednisolone Sodium Phos ODT,Prednisolone Sodium Phosphate
Prednisolone Sodium Phosphate*,Prednisolone Sodium Phosphate
Prednisone,Prednisone
Prednisone Intensol,Prednisone
Prefest,Estradiol/Norgestimate
Pregabalin,Pregabalin
Pregabalin ER,Pregabalin
Pregestimil,Infant Formula With Iron
Pregnyl,"Chorionic Gonadotropin, Human"
Premarin*,"Estrogens, Conjugated"
Premasol,Parenteral Amino Acid 10% No.7
Premphase,"Estrogen,Con/M-Progest Acet"
Prempro,"Estrogen,Con/M-Progest Acet"
Prenatabs Fa,"Prenatal Vit,Calc78/Iron/Folic"
Prenatabs Rx,"Prenatal Vit,Calc76/Iron/Folic"
Prenatal,Prenatal Vit No.179/Iron/Folic
Prenatal 19,PNV 119/Iron Fum/Folic Acid
Prenatal Plus,"PNV,Calcium 72/Iron/Folic Acid"
Prenatal Plus Vitamin-Mineral,Prenatal Vit No.180/Iron/Folic
Prenatal Vitamin,Prenatal No.137/Iron/Folic Acd
Prenatal Vitamin Plus Low Iron,"PNV,Calcium 72/Iron/Folic Acid"
Prenatal Vitamins,PNV No.95/Ferrous Fum/Folic Ac
Prenatal-U,Multivit No.51/Iron/Folic Acid
Prenate Chewable,Multivitamin No.36/Folate No.6
Prenate DHA,Prenatal 78/Iron/Folate 1/DHA
Prenate Elite,Prenatal 114/Iron A-G/Folate 1
Prenate Enhance,Prenatal Vit68/Iron/FA No6/DHA
Prenate Essential,Multivit No.40/Iron/Folat1/DHA
Prenate Mini,Prenatal Vit 87/Iron/Folic/DHA
Prenate Pixie,Prenatal Vit 85/Iron/FA 1/DHA
Prenate Restore,Prenatal Vit69/Iron/Folate6/Dh
Preplus,"PNV,Calcium 72/Iron/Folic Acid"
Preservision Areds,Vit A/Vit C/Vit E/Zinc/Copper
Preservision Areds 2,Antiox #8/Om3/DHA/EPA/Lut/Zeax
Preservision Areds 2 Plus Mv,Mv-Min/FA/Vit K/Lutein/Zeaxant
Preservision Lutein,Vit C/E/Cuperic/Zinc/Lutein
Pretab,"Prenatal Vit,Calc78/Iron/Folic"
Pretomanid,Pretomanid
Prevacid,Lansoprazole
Prevalite,Cholestyramine/Aspartame
Previfem,Norgestimate-Ethinyl Estradiol
Prevnar 20,Pneumoc 20-Val Conj-Dip Crm/PF
Prevymis,Letermovir
Prezcobix,Darunavir/Cobicistat
Prezista,Darunavir Ethanolate
Prialt,Ziconotide Acetate
Priftin,Rifapentine
Prilosec,Omeprazole Magnesium
Primacare,Prenatal 118/Iron/Folate 6/DHA
Primaquine,Primaquine Phosphate
Primaxin,Imipenem/Cilastatin Sodium
Primidone,Primidone
Pristiq,Desvenlafaxine Succinate
Privigen,Immun Glob G(IgG)/Pro/IgA 0-50
Proair Digihaler,Albuterol Sulfate
Proair HFA,Albuterol Sulfate
Proair Respiclick,Albuterol Sulfate
Probenecid,Probenecid
Probenecid-Colchicine,Probenecid/Colchicine
Probiotic Blend,L.Acid/L.Casei/B.Bif/B.Lon/Fos
Probiotic Formula,Bacillus Coagulans/Inulin
Procainamide HCl,Procainamide HCl
Procardia XL,Nifedipine
Procentra,Dextroamphetamine Sulfate
Prochlorperazine,Prochlorperazine
Prochlorperazine Edisylate,Prochlorperazine Edisylate
Prochlorperazine Maleate,Prochlorperazine Maleate
Procrit,Epoetin Alfa
Procto-Med HC,Hydrocortisone
Proctofoam-HC,Hydrocortisone/Pramoxine
Proctosol-HC,Hydrocortisone
Proctozone-HC,Hydrocortisone
Procysbi,Cysteamine Bitartrate
Profilnine,"Factor IX Cplx(PCC)no4,3Factor"
Progesterone,Progesterone
Proglycem,Diazoxide
Prograf*,Tacrolimus
Prolastin C,Alpha-1-Proteinase Inhibitor
Prolate,Oxycodone HCl/Acetaminophen
Prolensa,Bromfenac Sodium
Prolia,Denosumab
Promacta,Eltrombopag Olamine
Promethazine HCl*,Promethazine HCl
Promethazine Vc,Phenylephrine HCl/Prometh HCl
Promethazine Vc-Codeine,Promethazine/Phenyleph/Codeine
Promethazine-Codeine,Promethazine HCl/Codeine
Promethazine-DM,Promethazine/Dextromethorphan
Promethazine-Phenyleph-Codeine,Promethazine/Phenyleph/Codeine
Promethazine-Phenylephrine,Phenylephrine HCl/Prometh HCl
Promethegan,Promethazine HCl
Prometrium,"Progesterone, Micronized"
Propafenone HCl,Propafenone HCl
Propafenone HCl ER,Propafenone HCl
Proparacaine HCl,Proparacaine HCl
Propecia,Finasteride
Propofol,Propofol
Propranolol HCl ER,Propranolol HCl
Propranolol HCl*,Propranolol HCl
Propylthiouracil,Propylthiouracil
Proquad,"Measles,Mumps,Rub,Varicella/PF"
Prorenal,"B,C/Ferrous Fum/FA/D3/Zinc Ox"
Prorenal Qd,"Mv,Iron/Folic/D3/Om-3/DHA/EPA"
Proscar,Finasteride
Prosight,A/C/E/Zinc/Sod Selenate/Copper
Prosol,Parenteral Amino Acid 20% No.1
Prostin Vr Pediatric,Alprostadil
Protamine Sulfate,Protamine Sulfate
Protonix,Pantoprazole Sodium
Protonix IV,Pantoprazole Sodium
Protopic,Tacrolimus
Protriptyline HCl,Protriptyline HCl
Provayblue,Methylene Blue
Provella,Lactobacillus Combo No.5
Provenge,Sipuleucel-T/Lactated Ringers
Proventil HFA,Albuterol Sulfate
Provera,Medroxyprogesterone Acetate
Provigil,Modafinil
Prozac,Fluoxetine HCl
Pulmicort,Budesonide
Pulmicort Flexhaler,Budesonide
Pulmozyme,Dornase Alfa
Puramino DHA-Ara,Inf Form/Iron/Amino Ac/DHA/Ara
Puramino Jr,Nut.Tx.Impaired Digestive Fxn
Purixan,Mercaptopurine
Pylarify,Piflufolastat F 18
Pylera,Bismuth/Metronid/Tetracycline
Pyrazinamide,Pyrazinamide
Pyridium,Phenazopyridine HCl
Pyridostigmine Bromide,Pyridostigmine Bromide
Pyridostigmine Bromide ER,Pyridostigmine Bromide
Pyridoxine HCl,Pyridoxine HCl (Vitamin B6)
Pyrimethamine,Pyrimethamine
Pyrukynd,Mitapivat Sulfate
Qbrelis,Lisinopril
Qbrexza,Glycopyrronium Tosylate
Qelbree,Viloxazine HCl
Qinlock,Ripretinib
Qnasl,Beclomethasone Dipropionate
Qnasl Children,Beclomethasone Dipropionate
Qsymia,Phentermine/Topiramate
Qtern,Dapagliflozin/Saxagliptin HCl
Quartette,L-Norgest/E.Estradiol-E.Estrad
Qudexy XR,Topiramate
Quelicin,Succinylcholine Chloride
Questran,Cholestyramine (With Sugar)
Quetiapine Fumarate,Quetiapine Fumarate
Quetiapine Fumarate ER,Quetiapine Fumarate
Quflora,Pedi Multivit No.63 W-Fluoride
Quillichew ER,Methylphenidate HCl
Quillivant XR,Methylphenidate HCl
Quinapril HCl,Quinapril HCl
Quinapril-Hydrochlorothiazide,Quinapril/Hydrochlorothiazide
Quinidine Gluconate,Quinidine Gluconate
Quinidine Sulfate,Quinidine Sulfate
Quinine Sulfate,Quinine Sulfate
Qulipta,Atogepant
Qutenza,Capsaicin/Skin Cleanser
Quviviq,Daridorexant HCl
Qvar,Beclomethasone Dipropionate
Qvar Redihaler,Beclomethasone Dipropionate
R-Gene 10,Arginine HCl
Rabeprazole Sodium,Rabeprazole Sodium
Radicava,Edaravone
Radicava Ors,Edaravone
Raloxifene HCl,Raloxifene HCl
Ramelteon,Ramelteon
Ramipril,Ramipril
Ranexa,Ranolazine
Ranitidine HCl*,Ranitidine HCl
Ranolazine ER,Ranolazine
Rapaflo,Silodosin
Rapamune,Sirolimus
Rasagiline Mesylate,Rasagiline Mesylate
Rasuvo,Methotrexate/PF
Ravicti,Glycerol Phenylbutyrate
Rayaldee,Calcifediol
Rayos,Prednisone
Rebif,Interferon Beta-1a/Albumin
Rebif Rebidose,Interferon Beta-1a/Albumin
Rebinyn,"Factor IX Human Rec,PEGylated"
Reblozyl,Luspatercept-Aamt
Recarbrio,Imipenem/Cilastatin/Relebactam
Reclast,Zoledronic Acid/Mannitol-Water
Reclipsen,Desogestrel-Ethinyl Estradiol
Recombinate,"Antihemophilic Factor, Hum Rec"
Recombivax Hb,Hepatitis B Virus Vaccine/PF
Recorlev,Levoketoconazole
Recothrom,Thrombin (Recombinant)
Rectiv,Nitroglycerin
Reditrex,Methotrexate/PF
Refresh Contacts,Carboxymethylcellulose Sodium
Refresh P.M.,"Mineral Oil/Petrolatum,White"
Refresh Plus,Carboxymethylcellulose Sodium
Regen-Cov (Eua),Casirivimab/Imdevimab
Reglan,Metoclopramide HCl
Reguloid,Psyllium Husk
Relafen Ds,Nabumetone
Relenza,Zanamivir
Relistor*,Methylnaltrexone Bromide
Relpax,Eletriptan Hydrobromide
Reltone,Ursodiol
Relyvrio,Sod Phenylbutyrat/Taurursodiol
Remdesivir (Eua),Remdesivir
Remeron,Mirtazapine
Remicade,Infliximab
Remifentanil HCl,Remifentanil HCl
Remodulin,Treprostinil Sodium
Rena-Vite,Folic Acid/Vit B Complex And C
Rena-Vite Rx,Vit B Comp No.3/Folic/C/Biotin
Renagel,Sevelamer HCl
Renal Caps,B Complex W-C No.20/Folic Acid
Renal Vitamin,Folic Acid/Vit B Complex And C
Renaplex,Vit B Complx C/Folic Acid/Zinc
Renaplex-D,"B,C/Folic/Zinc/Selenometh/D3/E"
Renflexis,Infliximab-Abda
Reno Caps,B Complex W-C No.20/Folic Acid
Renova,Tretinoin/Emollient Base
Renvela,Sevelamer Carbonate
Repaglinide,Repaglinide
Repatha Pushtronex,Evolocumab
Repatha Sureclick,Evolocumab
Repatha Syringe,Evolocumab
Restasis,Cyclosporine
Restasis Multidose,Cyclosporine
Restoril,Temazepam
Retacrit,Epoetin Alfa-Epbx
Retavase,Reteplase
Retevmo,Selpercatinib
Retin-A,Tretinoin
Retin-A Micro,Tretinoin Microspheres
Retin-A Micro Pump,Tretinoin Microspheres
Retrovir*,Zidovudine
Revatio,Sildenafil Citrate
Revcovi,Elapegademase-Lvlr
Revlimid,Lenalidomide
Rexulti,Brexpiprazole
Reyataz,Atazanavir Sulfate
Reyvow,Lasmiditan Succinate
Rezurock,Belumosudil Mesylate
Rhofade,Oxymetazoline HCl
Rhogam,Rho(D) Immune Globulin
Rhogam Ultra-Filtered Plus,Rho(D) Immune Globulin
Rhophylac,Rho(D) Immune Globulin
Rhopressa,Netarsudil Mesylate
Riabni,Rituximab-Arrx
Riastap,Fibrinogen
Ribavirin*,Ribavirin
Ridaura,Auranofin
Rifabutin,Rifabutin
Rifadin,Rifampin
Rifampin*,Rifampin
Riluzole,Riluzole
Rimantadine HCl,Rimantadine HCl
Rimso-50,Dimethyl Sulfoxide
Rinvoq,Upadacitinib
Riomet,Metformin HCl
Risa-Bid,L.Acidoph/L.Bulg/B.Bif/S.Therm
Risacal-D,Calcium Phosphate Dibas/Vit D3
Risaquad,"L.Acid,Para/B.Bifidum/S.Therm"
Risaquad-2,"L.Acid,Casei/B.Animal/S.Thermo"
Risedronate Sodium,Risedronate Sodium
Risedronate Sodium Dr,Risedronate Sodium
Risperdal,Risperidone
Risperdal Consta,Risperidone Microspheres
Risperidone,Risperidone
Risperidone ODT,Risperidone
Ritalin,Methylphenidate HCl
Ritalin La,Methylphenidate HCl
Ritonavir,Ritonavir
Rituxan,Rituximab
Rituxan Hycela,"Rituximab/Hyaluronidase,Human"
