Brnd_Name,Total # of Manufacturers,2018 Spent on Drug,2019 Spent on Drug,2020 Spent on Drug,2021 Spent on Drug,2022 Spent on Drug
Dapsone*,12,"$5,076,478.86","$4,321,201.61","$5,883,692.87","$7,468,258.13","$7,194,774.79"
Testosterone Cypionate,12,"$9,261,620.30","$10,090,711.21","$12,000,756.63","$13,612,111.70","$16,298,446.50"
Entecavir,12,"$19,982,235.96","$25,560,563.55","$22,735,670.90","$21,864,339.31","$16,517,268.10"
Methylprednisolone,12,"$22,155,828.47","$20,500,102.05","$16,616,578.63","$20,344,978.13","$21,745,911.13"
Cyanocobalamin Injection,12,"$22,361,995.61","$18,878,427.96","$14,036,631.48","$14,195,822.85","$14,174,261.32"
Haloperidol,12,"$18,169,099.20","$18,783,872.09","$20,405,223.67","$20,212,374.71","$17,674,361.54"
Meropenem,12,"$6,083,624.54","$7,325,008.50","$6,997,880.25","$6,800,907.75","$5,791,020.73"
Amitriptyline HCl,12,"$39,559,839.42","$37,069,745.78","$34,248,018.43","$32,010,270.68","$27,629,426.47"
Carbamazepine ER,12,"$29,600,607.00","$30,961,138.67","$32,325,582.65","$27,160,919.30","$21,583,777.60"
Enoxaparin Sodium,12,"$73,640,761.79","$80,783,447.43","$84,279,959.50","$86,429,678.93","$77,299,362.49"
Omega-3 Acid Ethyl Esters,12,"$10,006,651.32","$9,598,344.10","$8,088,021.00","$8,692,008.27","$9,865,167.08"
Bupropion HCl SR,12,"$23,190,855.47","$23,453,930.96","$23,180,361.67","$24,044,008.01","$22,497,971.56"
Nitrofurantoin Mono-Macro,12,"$24,183,699.50","$23,592,291.24","$21,626,855.44","$22,714,588.54","$23,255,281.02"
Budesonide,12,"$118,130,050.25","$97,029,343.63","$80,579,229.14","$79,744,030.92","$90,887,508.85"
Ziprasidone HCl,12,"$30,471,694.46","$23,554,101.18","$21,079,511.18","$22,075,176.95","$19,152,291.75"
Granisetron HCl*,12,"$7,822,373.11","$5,113,836.13","$2,721,125.16","$4,742,655.28","$3,685,272.92"
Mirtazapine,12,"$27,912,466.66","$31,185,617.30","$33,674,317.31","$36,755,694.30","$38,508,765.28"
Divalproex Sodium,12,"$43,544,347.08","$43,849,808.91","$42,844,523.49","$40,583,968.96","$37,616,102.97"
Medroxyprogesterone Acetate*,12,"$92,141,462.09","$82,993,294.71","$75,639,822.26","$76,620,192.63","$69,793,348.61"
Olanzapine ODT,12,"$7,794,591.80","$6,018,583.31","$5,634,502.69","$5,959,205.31","$5,805,484.26"
Quetiapine Fumarate ER,12,"$37,765,007.00","$25,079,770.43","$18,950,500.60","$18,735,848.64","$16,044,707.77"
Moxifloxacin,12,"$3,522,064.18","$3,517,836.83","$2,419,284.00","$3,510,671.53","$4,422,482.58"
Mycophenolic Acid,11,"$30,536,117.72","$28,571,595.95","$24,728,719.12","$23,485,376.49","$16,805,610.50"
Dexamethasone,11,"$8,897,142.45","$19,742,420.23","$16,342,406.12","$18,428,793.67","$19,320,653.08"
Pramipexole Dihydrochloride,11,"$2,631,413.58","$2,741,084.52","$2,999,169.10","$3,000,787.87","$2,938,351.01"
Digoxin*,11,"$3,794,466.79","$4,731,282.60","$5,600,051.78","$5,587,932.20","$4,714,270.17"
Tretinoin*,11,"$35,960,654.69","$51,610,220.69","$51,742,040.80","$60,501,178.05","$60,036,258.27"
Trazodone HCl,11,"$60,758,170.12","$66,267,681.61","$72,118,230.96","$75,094,096.04","$78,899,345.36"
Haloperidol Decanoate,11,"$11,840,610.41","$11,190,476.34","$11,886,644.57","$11,601,850.12","$10,338,806.15"
Sirolimus,11,"$20,505,598.15","$27,014,573.28","$27,798,820.05","$26,027,377.06","$21,579,849.32"
Haloperidol Lactate*,11,"$3,991,349.58","$5,771,945.42","$8,553,235.96","$8,784,218.39","$8,287,960.13"
Ipratropium-Albuterol,11,"$20,928,072.26","$25,369,510.53","$24,858,647.11","$24,238,006.19","$26,562,363.81"
Alendronate Sodium,11,"$3,504,430.77","$5,330,490.06","$5,427,900.21","$5,346,175.27","$6,002,780.10"
Atovaquone,11,"$17,375,101.45","$16,250,398.56","$13,859,537.79","$12,483,372.12","$9,777,283.43"
Modafinil,11,"$5,825,896.94","$5,941,586.59","$5,650,248.13","$7,594,173.37","$7,779,263.16"
Diltiazem 24hr ER (Cd),11,"$8,446,559.63","$8,921,847.50","$9,668,815.40","$10,915,240.11","$9,548,104.94"
Bupropion HCl,11,"$8,833,231.88","$6,812,304.23","$6,546,313.50","$6,857,713.80","$6,709,537.88"
Alprazolam,11,"$31,558,655.53","$29,186,753.38","$29,239,627.57","$28,523,752.71","$27,778,667.42"
Brompheniramine-Pseudoephed-DM,11,"$27,732,995.82","$27,389,692.19","$14,678,715.79","$15,909,187.89","$25,189,284.44"
Imatinib Mesylate,11,"$65,869,552.65","$45,950,343.97","$36,810,286.22","$34,711,627.18","$23,555,311.25"
Betamethasone Diprop Augmented,11,"$6,008,575.67","$6,004,837.50","$4,951,888.86","$4,403,028.70","$4,098,049.28"
Ampicillin-Sulbactam*,11,"$2,271,549.44","$2,095,515.94","$2,907,813.91","$3,223,007.09","$3,144,692.18"
Megestrol Acetate,11,"$5,397,154.67","$5,188,377.67","$5,346,864.20","$4,648,613.97","$4,401,453.98"
Meclizine HCl,11,"$6,775,710.46","$7,445,224.56","$7,186,005.79","$7,627,974.35","$7,829,513.70"
Gemfibrozil,11,"$5,449,918.84","$5,566,770.00","$5,349,485.56","$4,786,013.27","$4,434,773.08"
Anastrozole,11,"$2,385,822.38","$2,441,850.14","$2,839,374.09","$2,965,219.05","$2,787,066.59"
Venlafaxine HCl,11,"$5,028,741.79","$5,163,180.26","$5,113,534.21","$5,138,219.70","$4,513,651.79"
Carbidopa-Levodopa,11,"$3,146,427.66","$3,214,419.58","$3,400,836.61","$3,718,596.92","$4,126,347.24"
Bivalirudin,11,"$2,064,453.12","$2,801,570.49","$2,403,378.24","$2,979,083.11","$2,272,596.58"
Aminocaproic Acid*,11,"$76,082.61","$3,907,487.85","$9,360,970.22","$11,040,918.34","$10,219,039.38"
Telmisartan,11,"$591,158.96","$1,262,531.55","$1,754,924.19","$1,868,540.53","$1,836,946.49"
Pioglitazone HCl,11,"$7,225,209.80","$7,366,083.90","$7,972,063.39","$9,294,504.01","$9,153,427.10"
Tobramycin Sulfate,11,"$1,617,354.92","$4,688,573.46","$4,585,486.16","$3,075,715.91","$2,559,274.61"
Glipizide,11,"$9,457,206.32","$9,739,292.51","$9,603,670.13","$10,387,863.74","$12,267,488.69"
Clindamycin HCl,11,"$14,470,416.44","$18,226,534.57","$17,587,340.76","$18,748,734.43","$18,507,424.84"
Nystatin-Triamcinolone,11,"$7,049,147.39","$4,270,761.44","$3,017,244.04","$3,308,035.96","$3,097,607.72"
Metaxalone,11,"$5,394,975.49","$4,057,855.53","$3,550,834.13","$3,323,442.95","$2,658,613.24"
Erythromycin*,11,"$19,268,228.01","$20,207,864.69","$18,024,176.80","$18,303,763.41","$20,734,524.32"
Levofloxacin-D5W,10,"$2,222,130.44","$3,830,774.70","$3,404,455.05","$3,278,492.66","$2,523,824.18"
Calcipotriene,10,"$31,731,498.78","$21,526,061.05","$14,338,464.10","$15,609,126.59","$12,842,281.19"
Clonidine HCl ER,10,"$25,427,890.85","$24,590,698.19","$18,186,147.05","$17,275,435.71","$14,120,745.66"
Fluticasone Propionate*,10,"$106,207,055.69","$115,290,959.90","$108,583,184.90","$111,957,708.32","$124,276,257.52"
Colesevelam HCl,10,"$2,808,097.17","$3,710,776.52","$2,739,608.06","$2,372,139.54","$2,048,057.78"
Cefepime HCl,10,"$4,885,099.12","$6,174,557.06","$6,810,066.13","$10,450,913.89","$7,654,541.51"
Acetaminophen-Codeine,10,"$15,062,327.29","$12,443,744.58","$10,382,351.84","$9,323,979.49","$9,342,629.04"
Rifampin*,10,"$2,321,055.27","$2,648,844.37","$2,385,317.74","$2,721,984.67","$3,104,923.17"
Vitamin D2,10,"$32,516,740.59","$35,542,202.76","$35,004,701.38","$37,330,983.29","$43,973,523.33"
Betamethasone Dipropionate,10,"$14,233,447.51","$15,160,387.03","$10,450,003.28","$10,494,824.30","$9,281,885.72"
Prazosin HCl,10,"$32,418,765.06","$33,199,703.88","$35,377,657.19","$37,189,876.76","$37,528,936.62"
Levetiracetam ER,10,"$4,632,434.35","$4,315,180.94","$4,690,075.02","$6,238,640.03","$5,971,777.54"
Temazepam,10,"$4,493,130.89","$3,720,719.70","$3,365,067.44","$3,035,532.03","$2,874,943.84"
Tolterodine Tartrate ER,10,"$10,158,914.95","$8,625,945.88","$6,379,556.70","$5,781,236.08","$4,781,659.15"
Levalbuterol HCl,10,"$8,652,550.08","$6,755,984.57","$6,103,708.55","$5,827,231.59","$5,234,687.38"
Doxazosin Mesylate,10,"$3,595,767.08","$3,130,918.74","$2,876,234.07","$2,673,771.98","$2,577,760.39"
Tobramycin,10,"$40,258,678.09","$34,912,264.13","$28,434,562.18","$21,726,828.85","$16,509,424.84"
Clozapine,10,"$30,048,504.43","$25,435,992.65","$24,316,585.19","$24,074,038.69","$22,803,924.88"
Carboplatin,10,"$19,818,135.13","$17,213,280.37","$14,232,626.33","$12,521,378.45","$16,051,055.45"
Carbamazepine,10,"$23,786,292.05","$20,195,234.97","$17,405,783.66","$15,696,139.82","$12,649,962.09"
Lisinopril-Hydrochlorothiazide,10,"$11,740,978.25","$12,000,226.22","$12,627,569.28","$12,262,976.51","$12,071,692.25"
Triamterene-Hydrochlorothiazid,10,"$4,514,242.70","$4,170,406.12","$4,000,233.31","$3,987,371.07","$3,769,093.51"
Heparin Sodium*,10,"$1,580,017.90","$1,559,627.65","$1,592,830.90","$999,693.75","$1,417,846.17"
Chlorzoxazone,10,"$1,849,616.27","$1,749,542.72","$2,932,265.58","$3,181,372.99","$3,958,928.98"
Metolazone,10,"$3,777,855.28","$3,934,678.20","$3,948,152.39","$3,759,267.99","$2,798,462.09"
Droxidopa,10,$0.00,$0.00,$0.00,"$3,817,295.59","$3,307,479.44"
Diclofenac Potassium,10,"$7,799,978.51","$1,232,138.97","$2,082,126.98","$2,725,661.65","$6,566,901.39"
Minocycline HCl,10,"$12,663,636.75","$11,437,264.51","$10,047,712.47","$10,641,596.64","$9,486,331.18"
Dexmethylphenidate HCl ER,10,"$70,696,903.98","$66,508,903.06","$63,091,163.92","$57,644,003.44","$56,980,003.08"
Hydrocortisone Acetate*,10,"$488,872.63","$215,720.01","$57,850.83","$150,279.12","$191,726.89"
Albuterol Sulfate HFA,10,$0.00,"$367,069,321.93","$500,182,362.66","$436,465,931.86","$370,242,345.11"
Hydroxyprogesterone Caproate,10,"$44,478,758.17","$108,283,850.48","$58,128,703.93","$42,411,045.04","$26,956,023.20"
Moxifloxacin HCl,10,"$508,250.88","$361,094.56","$304,465.78","$427,668.63","$559,111.20"
Dorzolamide-Timolol,10,"$2,789,606.85","$4,869,146.05","$5,604,214.85","$6,212,046.42","$6,257,799.00"
Zolmitriptan*,9,"$571,825.20","$862,176.96","$849,666.85","$3,190,652.60","$5,229,377.48"
Lamivudine,9,"$2,168,499.75","$1,786,220.14","$1,337,201.79","$1,219,451.08","$946,791.15"
Perphenazine,9,"$8,291,904.38","$6,367,287.62","$5,286,132.12","$5,098,707.74","$4,139,109.41"
Liothyronine Sodium*,9,"$3,756,361.96","$4,373,949.96","$4,738,858.49","$5,243,415.72","$5,178,033.28"
Cetirizine HCl,9,"$29,126,653.34","$29,604,309.72","$25,881,853.23","$28,084,120.80","$24,404,020.65"
Melatonin*,9,"$364,427.23","$770,496.49","$601,196.00","$460,286.47","$306,662.74"
Naltrexone HCl,9,"$9,413,615.68","$11,710,421.89","$12,816,370.39","$16,109,468.03","$17,342,238.56"
Itraconazole,9,"$2,846,222.04","$3,320,270.26","$2,927,632.80","$3,130,871.31","$2,922,815.88"
Felodipine ER,9,"$535,406.36","$551,871.27","$467,281.99","$460,179.85","$399,816.73"
Raloxifene HCl,9,"$2,357,041.72","$2,444,472.49","$1,279,227.84","$1,129,263.24","$949,545.16"
Dofetilide,9,"$4,223,415.28","$3,848,901.09","$3,136,491.83","$2,753,033.92","$2,245,723.55"
Nabumetone,9,"$2,682,633.45","$2,918,052.59","$3,407,747.20","$3,508,615.03","$3,123,957.53"
Nitroglycerin*,9,"$9,351,557.36","$10,086,657.91","$9,659,103.54","$9,943,489.53","$7,432,391.92"
Betamethasone Valerate,9,"$5,195,715.19","$5,027,316.15","$4,412,780.80","$4,714,101.97","$4,451,081.16"
Metformin ER Gastric,9,"$26,690,379.33","$29,701,779.21","$31,829,398.67","$19,947,862.53","$11,356,920.22"
Ondansetron ODT,9,"$59,885,313.69","$57,891,019.15","$48,708,816.09","$58,281,938.24","$73,867,884.61"
Ramipril,9,"$961,895.67","$1,126,099.78","$1,022,111.67","$1,036,947.74","$992,408.03"
Pilocarpine HCl*,9,"$3,608,998.62","$3,280,401.50","$3,071,432.23","$2,953,655.99","$2,531,653.41"
Phytonadione*,9,"$8,032,547.17","$15,386,964.12","$15,121,390.72","$13,440,766.57","$10,284,761.84"
Felbamate,9,"$17,740,894.75","$16,231,817.30","$14,837,026.38","$11,957,096.01","$9,032,817.90"
Tobramycin*,9,"$2,627,236.00","$2,558,174.29","$3,053,945.88","$7,281,769.71","$6,364,651.55"
Phenytoin,9,"$1,964,197.72","$1,958,461.06","$1,726,012.17","$1,523,092.77","$1,275,165.78"
Omeprazole-Sodium Bicarbonate,9,"$15,338,092.61","$20,751,067.42","$15,985,828.16","$12,201,237.23","$35,046,691.95"
Amoxicillin-Clavulanate Potass,9,"$84,832,650.58","$80,383,383.22","$54,442,223.16","$61,439,445.46","$82,013,401.09"
Memantine HCl ER,9,"$1,911,944.13","$1,606,867.67","$1,098,121.96","$865,342.07","$916,065.80"
Amlodipine-Olmesartan,9,"$356,292.52","$484,589.03","$586,305.12","$740,752.84","$1,075,348.64"
Penicillamine,9,$0.00,"$1,879,671.00","$5,780,821.30","$6,199,221.21","$5,149,274.15"
Methylergonovine Maleate*,9,"$2,129,783.39","$3,597,805.53","$3,016,238.34","$2,761,053.72","$2,361,737.61"
Doxorubicin HCl Liposome,9,"$4,980,854.83","$6,228,318.36","$6,095,031.16","$6,186,953.50","$4,120,483.10"
Pyridostigmine Bromide,9,"$2,102,171.77","$2,904,527.67","$3,986,077.28","$4,639,927.50","$4,636,102.03"
Exemestane,9,"$6,537,038.02","$5,856,950.75","$4,495,429.22","$4,927,447.27","$4,125,345.35"
Morphine Sulfate ER,9,"$22,414,478.99","$15,787,253.86","$13,544,367.82","$12,563,375.61","$10,386,932.07"
Posaconazole,9,$0.00,"$6,234,788.61","$25,147,751.32","$22,064,175.18","$15,670,519.09"
Mometasone Furoate*,9,"$22,005,136.19","$20,232,594.72","$14,486,701.69","$15,034,143.58","$14,773,776.18"
Irbesartan,9,"$1,691,056.02","$2,515,545.00","$4,516,611.54","$4,778,504.83","$4,833,822.43"
Albendazole,9,"$1,588,706.09","$10,581,297.33","$12,522,458.79","$11,138,174.32","$9,925,652.85"
Potassium Citrate ER,9,"$7,435,879.72","$6,569,987.19","$5,953,851.76","$6,005,993.05","$5,021,383.06"
Cromolyn Sodium*,9,"$7,169,008.39","$7,196,956.47","$8,318,176.46","$9,035,215.00","$9,118,396.29"
Adapalene-Benzoyl Peroxide,9,"$933,303.83","$781,392.94","$1,014,719.16","$1,470,687.53","$4,255,574.13"
Hyoscyamine Sulfate*,9,"$4,513,103.92","$4,494,426.58","$4,297,694.61","$4,482,494.49","$4,544,997.13"
Cefdinir,9,"$68,109,076.16","$62,112,926.31","$34,439,582.16","$45,240,721.55","$62,652,821.77"
Febuxostat,9,$0.00,"$3,632,490.49","$5,820,405.23","$4,157,704.64","$2,845,883.63"
Desoximetasone,9,"$3,255,055.56","$2,759,752.10","$1,965,247.75","$1,483,621.37","$1,188,480.11"
Halobetasol Propionate,9,"$12,189,348.74","$12,843,601.89","$10,248,661.29","$8,560,986.16","$8,537,409.98"
Lidocaine-Prilocaine,9,"$12,926,908.85","$9,080,006.77","$6,708,170.68","$6,363,492.98","$6,225,396.73"
Ofloxacin*,9,"$37,475,424.63","$33,744,621.65","$23,972,270.05","$28,635,886.83","$39,316,957.57"
Eszopiclone,9,"$2,684,849.04","$2,075,334.78","$2,311,783.87","$2,794,910.14","$2,972,162.82"
Acetylcysteine*,9,"$2,672,848.61","$2,663,741.47","$3,447,963.75","$3,545,005.52","$3,002,091.64"
Buprenorphine HCl*,9,"$24,071,917.73","$28,146,576.48","$33,174,518.07","$32,489,338.02","$30,618,786.28"
Isosorbide Mononitrate ER,9,"$7,081,337.57","$8,968,455.64","$9,693,726.11","$9,598,460.45","$8,383,982.20"
Leflunomide,9,"$8,450,727.22","$7,315,709.67","$5,993,709.43","$5,857,392.41","$4,918,559.97"
Cholestyramine,9,"$6,856,630.53","$6,475,684.11","$7,118,026.82","$7,853,829.04","$6,702,691.42"
Norepinephrine Bitartrate,9,"$4,190.85","$103,537.43","$280,488.12","$714,396.27","$413,040.31"
Methylprednisolone Acetate,8,"$3,330,281.42","$3,587,663.26","$2,769,748.32","$3,686,635.25","$4,303,368.52"
Silodosin,8,"$24,912.22","$355,269.53","$275,570.60","$311,252.16","$315,260.45"
Octreotide Acetate,8,"$2,044,133.49","$2,120,143.96","$2,120,081.41","$2,163,262.44","$1,807,035.75"
Guanfacine HCl ER,8,"$57,806,156.55","$53,836,247.57","$47,997,689.26","$49,325,661.37","$47,096,111.40"
Metformin ER Osmotic,8,"$13,859,340.22","$8,808,705.53","$6,280,171.44","$5,720,382.05","$4,354,432.45"
Etomidate,8,"$31,457.04","$228,890.19","$371,366.98","$434,086.58","$707,023.57"
Propafenone HCl ER,8,"$856,573.21","$925,679.55","$887,183.84","$939,661.43","$745,321.99"
Glyburide,8,"$4,553,877.45","$3,805,702.57","$3,175,992.42","$3,134,710.02","$2,647,063.67"
Amphetamine Sulfate,8,"$327,607.36","$2,382,040.32","$2,107,673.65","$1,055,421.12","$854,336.02"
Clindamycin-Benzoyl Peroxide,8,"$17,509,822.20","$16,957,003.44","$12,562,043.73","$10,067,901.11","$7,889,965.35"
Nafcillin Sodium*,8,"$2,780,263.97","$2,479,651.96","$2,664,866.66","$2,085,882.79","$1,969,350.53"
Guanfacine HCl,8,"$16,172,300.10","$30,001,220.60","$36,648,062.93","$34,803,399.00","$35,555,361.27"
Tenofovir Disoproxil Fumarate,8,"$16,248,738.11","$15,257,683.20","$14,122,554.39","$13,108,225.96","$12,587,705.11"
Sodium Bicarbonate,8,"$3,914,371.61","$4,037,731.68","$4,894,082.73","$4,977,348.86","$5,362,897.86"
Bupivacaine HCl,8,"$4,362,331.97","$7,443,486.25","$13,693,107.72","$20,241,173.57","$28,023,706.75"
Dimethyl Fumarate,8,$0.00,$0.00,"$34,679,413.31","$69,574,954.34","$40,667,666.10"
Tetrabenazine,8,"$22,153,662.11","$17,544,848.20","$17,267,497.65","$15,755,594.67","$10,199,336.86"
Timolol Maleate*,8,"$5,227,692.98","$5,182,365.43","$5,170,675.48","$5,613,319.88","$5,619,553.52"
Phenytoin Sodium Extended,8,"$14,618,408.85","$12,552,140.36","$10,283,225.34","$8,794,064.54","$7,421,571.37"
Captopril,8,"$2,173,947.22","$1,703,923.94","$1,346,258.97","$1,152,505.01","$925,179.81"
Calcium,8,"$72,799.49","$89,011.63","$92,447.06","$52,259.72","$52,377.93"
Methimazole,8,"$3,437,782.37","$3,951,641.43","$4,110,482.39","$4,550,939.32","$4,768,296.02"
Prednisolone Sodium Phosphate*,8,"$17,251,248.30","$16,495,749.29","$8,203,088.64","$12,065,365.97","$16,196,765.73"
Clarithromycin,8,"$11,141,146.35","$10,381,702.48","$6,610,245.83","$7,022,251.60","$6,901,642.83"
Terbinafine HCl,8,"$3,558,235.07","$3,671,185.85","$3,409,706.55","$4,192,441.21","$4,742,024.18"
Terbutaline Sulfate*,8,"$1,466,717.14","$1,241,414.05","$922,357.20","$830,418.40","$648,262.32"
Chlordiazepoxide-Clidinium,8,"$564,118.95","$1,168,206.07","$1,196,131.16","$2,146,858.80","$1,929,226.09"
Alfuzosin HCl ER,8,"$476,466.72","$834,616.16","$825,377.26","$803,742.19","$867,300.17"
Entacapone,8,"$927,772.68","$857,026.11","$698,541.66","$729,931.36","$623,128.24"
Cefoxitin,8,"$2,131,375.94","$2,052,440.92","$1,723,107.01","$2,419,348.30","$1,997,362.87"
Amoxicillin,8,"$97,830,416.85","$98,259,886.18","$61,120,767.47","$71,581,688.25","$100,940,899.96"
Vitamin B-12*,8,"$165,941.31","$577,762.76","$821,458.26","$908,663.93","$303,142.98"
Ropivacaine HCl,8,"$1,204,174.93","$1,520,173.09","$1,907,563.51","$2,913,676.96","$3,360,587.35"
Dexmethylphenidate HCl,8,"$11,641,616.01","$10,376,597.90","$8,188,181.43","$8,054,523.05","$8,008,639.90"
Clotrimazole*,8,"$16,553,519.67","$16,195,273.62","$12,418,464.58","$13,243,917.93","$13,376,199.53"
Fenofibric Acid,8,"$1,543,248.18","$1,300,311.14","$868,714.08","$727,042.59","$539,240.74"
Ethacrynic Acid,8,"$1,647,589.90","$1,248,983.17","$982,071.39","$844,592.38","$631,843.80"
Hydromorphone HCl*,8,"$36,565,948.53","$44,259,031.59","$56,083,964.23","$66,168,779.23","$50,710,135.52"
Aspirin-Dipyridamole ER,8,"$2,516,708.71","$1,210,739.66","$768,128.81","$922,556.20","$734,898.65"
Nebivolol HCl,8,$0.00,$0.00,$0.00,"$717,140.21","$2,170,958.67"
Lactulose,8,"$10,765,572.58","$13,144,150.39","$12,127,040.19","$12,882,008.83","$13,018,396.06"
Dextroamphetamine Sulfate,8,"$5,958,311.90","$5,081,604.66","$5,547,234.25","$6,106,972.87","$6,285,204.85"
Lidocaine HCl Viscous,8,"$5,110,879.42","$7,493,587.46","$8,294,146.77","$9,580,363.79","$10,423,428.14"
Primidone,8,"$1,536,500.58","$1,853,739.35","$1,954,053.43","$2,384,178.50","$2,478,457.59"
Tavaborole,8,$0.00,$0.00,"$63,215.94","$936,407.40","$1,428,176.20"
Letrozole,8,"$1,399,544.51","$1,359,950.18","$1,629,188.02","$1,849,323.96","$1,951,225.56"
Linezolid,8,"$4,528,050.51","$4,862,015.49","$3,764,300.59","$3,448,600.70","$3,260,202.56"
Ropinirole HCl,8,"$6,630,097.39","$6,772,512.58","$7,661,839.42","$7,943,076.77","$8,357,221.64"
Olmesartan-Hydrochlorothiazide,8,"$774,087.79","$1,153,281.14","$1,432,326.78","$2,066,736.23","$2,664,890.99"
Linezolid-D5W,8,"$594,201.40","$654,005.07","$486,034.50","$489,717.39","$445,570.99"
Fentanyl Citrate*,8,"$114,384,642.77","$158,076,964.52","$167,149,878.91","$171,776,300.53","$139,651,778.30"
Adapalene,8,"$4,990,222.07","$4,629,185.73","$4,862,528.18","$5,523,331.14","$4,928,402.98"
Caffeine Citrate*,8,"$829,063.81","$749,256.22","$692,446.75","$589,342.02","$503,617.95"
Lamotrigine ER,8,"$34,198,692.26","$32,170,568.45","$31,447,249.03","$35,671,906.22","$35,205,179.66"
Paricalcitol*,8,"$1,444,478.01","$2,075,196.49","$1,021,425.56","$1,450,927.91","$1,095,548.76"
Ibandronate Sodium*,8,"$641,810.56","$559,223.57","$455,658.42","$521,517.52","$582,320.27"
Arsenic Trioxide,7,"$198,676.90","$5,530,791.13","$4,800,814.31","$2,033,657.17","$1,629,782.63"
Nifedipine,7,"$1,873,243.31","$1,751,737.34","$1,601,103.57","$1,487,062.51","$1,327,065.24"
Dihydroergotamine Mesylate*,7,"$15,715,996.72","$17,072,901.18","$15,845,191.86","$10,183,771.53","$9,141,054.83"
Latanoprost,7,"$9,032,638.17","$10,757,102.18","$10,192,119.29","$10,954,210.00","$12,193,941.67"
Chlorothiazide Sodium,7,"$153,665.10","$108,330.40","$161,328.11","$207,878.12","$152,861.82"
Trospium Chloride,7,"$1,758,597.67","$1,667,090.29","$1,401,821.19","$1,185,382.85","$1,315,716.87"
Tetracycline HCl,7,"$4,640,907.49","$4,280,890.21","$3,146,583.14","$3,277,255.39","$3,063,291.18"
Pramipexole ER,7,"$711,163.28","$788,354.60","$919,262.11","$1,097,039.09","$1,079,049.14"
