Mftr_Name,2018 Medicaid Spend,2018 Medicaid Units Produced,2019 Medicaid Spend,2019 Medicaid Units Produced,2020 Medicaid Spend,2020 Medicaid Units Produced,2021 Medicaid Spend,2021 Medicaid Units Produced,2022 Medicaid Spend,2022 Medicaid Units Produced
Pharmaci/Pfizer*,"$532,236.10",85515.0,"$729,408.35",50752.0,"$762,765.86",51344.0,"$715,682.38",43584.0,"$742,001.38",16239.0
Pharmacia-Uj-No,"$24,927.29",102880.0,"$24,891.40",123138.0,"$14,039.90",82732.0,"$27,245.96",102690.0,"$7,544.04",17196.0
Pharmacia/Upjhn,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$92,398.41",1650.0,"$35,900.29",750.0
Pharmacia/Upjhn*,"$240,846.52",704.0,"$12,704.29",563.0,$847.99,156.0,$718.81,81.0,$56.83,142.0
Pharmacist Phar,"$10,771.29",498.0,"$71,165.13",3736.0,"$59,739.31",21997.0,"$87,615.53",24052.0,"$77,865.85",26188.0
Pharmacosmos Th,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$1,262,865.74",8626.0,"$4,680,871.27",22556.0
"Pharmacyclics,","$88,634,236.41",394559.0,"$117,951,207.10",386964.0,"$138,111,283.69",417947.0,"$148,038,032.85",403685.0,"$139,270,248.00",343446.0
Pharmaderm/Sand,"$750,177.45",6142.0,"$954,867.99",6580.0,"$829,208.41",5718.0,"$61,880.23",456.0,"$8,559.62",84.0
Pharmaessentia,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$2,897,498.62",405.0
Pharming Health,"$4,302,484.80",718.0,"$26,361,510.97",4379.0,"$22,994,031.79",3747.0,"$24,190,827.80",3786.0,"$28,823,512.55",4273.0
Phlow Corporati,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$119,071.61",1110.0
Pierre Fabre Ph,"$2,588,202.48",21721.0,"$2,810,209.17",14959.0,"$3,392,233.95",9293.0,"$4,211,752.77",8994.0,"$5,191,598.39",10098.0
Piramal Critica,"$4,665,228.07",131629.0,"$9,485,331.54",310105.0,"$11,192,063.03",398346.0,"$12,492,705.53",534727.0,"$12,967,426.18",678366.0
Piramal-Novaplu,$0.00,0.0,$0.00,0.0,$0.00,0.0,$23.81,19.0,"$249,971.75",422776.0
"Plus Pharma,Inc","$15,024.15",421566.0,"$27,988.44",510054.0,"$26,302.16",426943.0,"$35,073.08",592264.0,"$67,319.18",1298338.0
Poly Pharmaceut,"$9,841.89",11756.0,"$9,077.99",10533.0,"$3,974,278.66",92204.0,"$9,671,440.64",204500.0,"$22,361,755.47",485221.0
Pragma/Fera Pha,$0.00,0.0,$766.83,985.0,$376.50,190.0,$31.37,100.0,$52.24,420.0
Prasco Labs,"$207,260,623.60",98442650.0,"$457,901,965.92",199108563.0,"$514,590,102.64",207195441.0,"$386,830,847.78",163238210.0,"$388,468,822.16",136427213.0
Prasco/Woodward,"$905,162.33",37980.0,"$861,145.40",35586.0,"$875,515.64",35950.0,"$811,033.09",33437.0,"$589,666.63",23724.0
Precision Dose,"$444,593.61",302107.0,"$2,849,312.90",332383.0,"$3,661,922.18",156991.0,"$3,800,428.65",153202.0,"$3,872,267.87",131535.0
Progenics Pharm,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$791,934.14",812.0
Prometic\kedrio,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$388,102.80",184.0
Promius/Encore,"$1,374,539.26",733975.0,"$1,301,662.83",663550.0,"$408,891.75",253692.0,"$87,833.12",64640.0,"$33,083.06",32313.0
Promius/Upsher-,"$1,445,783.16",4612.0,"$1,592,345.56",4749.0,"$1,554,751.63",5102.0,"$460,360.27",1132.0,"$43,052.05",83.0
Provell Pharmac,$0.00,0.0,"$213,399.62",1391419.0,"$2,337,784.33",16485181.0,"$3,101,351.26",23687381.0,"$2,970,560.27",21183782.0
Provepharm Inc.,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$19,081.64",29832.0
Provepharm-Nova,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$76,865.94",254.0
Ptc Therapeutic,"$5,714,032.89",33828.0,"$52,096,647.68",284736.0,"$83,670,730.42",389776.0,"$119,826,735.89",498740.0,"$151,314,743.36",535634.0
Puma Biotechnol,"$25,428,670.46",408931.0,"$34,838,177.93",479534.0,"$36,567,501.52",422698.0,"$37,872,099.71",385254.0,"$29,348,776.94",276037.0
Puracap Laborat,"$1,718,968.40",2760457.0,"$1,913,907.60",3603180.0,"$1,327,237.33",2408388.0,"$2,340,259.57",3436029.0,"$2,984,024.49",3439474.0
Purdue Pharma L,"$136,650,684.41",12554936.0,"$124,400,435.88",10312227.0,"$117,067,192.29",8720848.0,"$112,832,560.07",7745566.0,"$102,722,757.60",6636628.0
Purdue Prod Lp,"$7,774.53",46754.0,"$12,323.26",86525.0,"$18,520.22",130937.0,"$19,828.29",142262.0,"$22,246.61",165561.0
Puretek Corpora,"$6,211,004.42",16363518.0,"$21,068,754.42",22966936.0,"$14,207,161.93",21178341.0,"$11,947,066.39",18475265.0,"$69,722,372.98",16525891.0
Puretek Corpora*,"$207,244.36",146117.0,"$397,087.97",170693.0,"$745,247.88",268031.0,"$959,003.77",190786.0,"$268,925.61",208744.0
Qed Therapeutic,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$392,206.90",632.0
Quagen Pharmace,$0.00,0.0,"$9,154.45",138568.0,"$1,069,853.52",12516557.0,"$2,691,698.75",24338020.0,"$4,339,756.87",34314986.0
Qualitest,"$3,905,934.91",30525257.0,"$2,880,394.68",23598924.0,"$2,084,107.63",17561916.0,"$1,697,447.28",15413453.0,"$432,897.12",4274653.0
Qualitest/Par P,"$116,788,578.48",567744914.0,"$68,434,940.09",284417608.0,"$48,653,463.27",129348328.0,"$47,970,546.14",129077769.0,"$40,208,801.29",104951259.0
Qualitest/Par P*,"$2,001,029.20",17403072.0,"$175,704.57",2713639.0,"$13,583.48",70816.0,"$45,631.41",255988.0,"$2,784.93",16707.0
Quallent Pharma,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$35,229.27",159026.0
Quinn Pharmaceu,"$705,813.16",1013253.0,"$682,876.98",1101155.0,"$1,232,804.40",1345157.0,"$1,736,959.03",1841289.0,"$1,433,056.01",1778988.0
R-Pharm US,"$936,994.71",721.0,"$853,903.33",869.0,"$849,198.10",970.0,"$865,406.88",456.0,"$598,669.96",467.0
"Radius Health,","$3,333,815.73",3340.0,"$7,931,648.67",6879.0,"$10,004,048.97",8170.0,"$9,876,149.84",7307.0,"$10,331,093.27",7171.0
Ranbaxy Pharma,"$34,793.88",87844.0,"$23,967.02",49107.0,"$13,555.45",29204.0,"$10,846.22",24074.0,"$9,762.20",21289.0
Ranbaxy Pharmac,$951.74,33386.0,"$1,465.63",33191.0,"$1,272.41",15393.0,"$1,266.11",15391.0,$321.81,2386.0
Ranbaxy/Sun Pha,"$18,577,960.70",23472336.0,"$25,556,587.14",25482163.0,"$11,598,712.62",19208989.0,"$12,483,378.00",24645500.0,"$11,526,071.07",22754733.0
Rb Health,"$3,234.47",7774.0,"$59,481.65",3385.0,"$6,573.80",1216.0,"$169,625.82",2242.0,"$79,479.40",1971.0
Recordati Rare,"$5,016,419.70",31022.0,"$5,458,909.49",28837.0,"$5,487,359.65",30058.0,"$18,255,854.10",74815.0,"$25,407,739.69",95592.0
Redhill Biophar,$0.00,0.0,$0.00,0.0,"$2,478,002.78",312905.0,"$19,141,780.53",1872573.0,"$24,560,760.05",2581640.0
Regeneron Pharm,"$169,058,886.88",5072.0,"$200,882,085.10",8349.0,"$232,628,052.25",15163.0,"$319,955,992.45",61858.0,"$363,417,726.28",81550.0
Reliable 1 Labo,$303.04,2537.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$4,081.62",24534.0
Relypsa/Vifor P,"$8,376,523.21",324281.0,"$14,790,080.01",534664.0,"$17,599,069.45",603426.0,"$18,167,540.63",588995.0,"$15,745,428.58",489737.0
Renaissance Lak,"$6,207.94",39802.0,"$43,855.91",239740.0,"$83,182.48",247212.0,"$10,220.29",131188.0,"$6,427.63",8205.0
Renaissance/Myl,"$2,032,292.65",2595623.0,"$165,003.14",66613.0,"$24,452.50",16748.0,"$5,436.23",6315.0,"$2,482.36",1177.0
Rhodes Pharmace,"$69,316,769.24",128467228.0,"$76,837,875.37",137626689.0,"$88,191,760.08",146684947.0,"$72,197,510.86",132589048.0,"$64,170,993.65",128447446.0
Rhythm Pharmace,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$1,204,419.26",362.0,"$6,803,473.13",2076.0
Richmond Pharm,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,$85.81,738.0
Rigel Pharmaceu,"$1,597,796.05",10372.0,"$5,097,231.24",30208.0,"$7,508,293.38",40020.0,"$9,777,443.09",49408.0,"$11,931,473.01",56567.0
Rising Pharm,"$175,120,445.90",397204585.0,"$155,953,655.68",410730256.0,"$140,626,753.09",404800488.0,"$177,376,845.09",440136241.0,"$217,056,079.68",510795035.0
Rising Pharm*,"$10,838,501.48",41716723.0,"$11,307,152.57",44368405.0,"$10,888,644.57",45380251.0,"$11,667,068.53",48947631.0,"$11,272,739.77",48499871.0
Ritedose Pharma,"$26,990,540.88",347781189.0,"$28,176,102.37",342178018.0,"$26,106,370.02",306535864.0,"$27,446,404.80",329565430.0,"$37,369,707.55",407884039.0
Roche Labs.,"$41,319,796.80",3050994.0,"$33,977,546.91",2609174.0,"$12,212,273.99",1124580.0,"$1,161,783.52",391700.0,"$919,430.15",149363.0
Rockwell Medica,$0.00,0.0,$0.00,0.0,"$16,644.49",25.0,"$484,217.07",1356.0,"$897,855.88",3417.0
Roxane Labs.,"$5,249.31",698.0,"$20,787.25",1316.0,"$9,444.72",120.0,"$2,415.96",618.0,"$2,373.04",1593.0
Roxane/West-War,"$58,391,141.23",159163512.0,"$61,631,599.55",172807262.0,"$50,089,339.05",143679184.0,"$45,123,757.12",131011456.0,"$41,328,551.28",116455520.0
Royal Pharmaceu,"$920,995.83",2847246.0,"$2,751,769.75",8472789.0,"$3,175,548.80",9874514.0,"$3,323,393.71",10313241.0,"$3,800,528.29",11801298.0
Rugby,"$1,623,710.49",39261577.0,"$1,709,400.16",35440092.0,"$1,382,178.86",24641024.0,"$1,333,823.44",24920820.0,"$1,468,442.74",21349763.0
S-P Healthcare,$42.01,765.0,$66.90,1001.0,$34.88,655.0,$53.71,660.0,$24.00,555.0
"STI Pharma, LLC","$5,782,302.16",29411444.0,"$1,231,041.58",2484878.0,"$790,376.90",891945.0,"$751,116.08",732700.0,"$814,247.35",972814.0
Sage Therapeuti,$0.00,0.0,$0.00,0.0,"$615,306.47",1580.0,"$254,049.26",860.0,"$789,563.28",1832.0
Sagent Pharmace,"$36,348,060.42",8233489.0,"$60,763,185.30",8137048.0,"$66,546,452.49",6837657.0,"$70,431,592.29",10309091.0,"$58,040,547.42",6883741.0
Sagent Pharmace*,"$1,532,920.94",109688.0,"$910,120.36",64974.0,"$418,061.47",33172.0,"$165,733.35",20633.0,"$173,144.16",21551.0
Sagent/Novaplus,"$682,282.26",429457.0,"$427,451.98",227649.0,"$461,695.93",175713.0,"$5,139,042.34",328735.0,"$771,226.11",184225.0
Sagent/Premierp,"$8,057,430.30",768540.0,"$7,008,155.70",508133.0,"$4,724,477.71",324460.0,"$4,239,475.99",198833.0,"$3,957,763.09",223257.0
Salix Pharmaceu,"$253,511,789.25",17171738.0,"$299,389,765.02",17262224.0,"$313,160,702.72",12197914.0,"$377,387,238.21",14118046.0,"$420,156,040.83",14436969.0
Salix Pharmaceu*,"$11,227,423.75",518009.0,"$12,922,546.04",572298.0,"$15,265,989.41",642880.0,"$18,390,697.11",748593.0,"$28,835,406.19",1158766.0
Sancilio & Comp,"$1,732,905.42",10440226.0,"$1,774.99",1203.0,$0.00,0.0,$0.00,0.0,$322.21,1360.0
Sandoz,"$667,221,384.77",988631912.0,"$630,775,646.32",772124804.0,"$466,228,128.80",530061076.0,"$421,421,128.51",527135060.0,"$464,427,391.47",505914344.0
Sandoz Inc.,"$556,385.13",3366.0,"$774,559.11",1175.0,"$754,464.13",371.0,"$975,029.14",52116.0,"$4,436,010.30",379645.0
Sandoz*,"$35,739,177.65",24500099.0,"$31,792,899.10",20876590.0,"$21,132,620.78",13663628.0,"$17,160,411.51",12142963.0,"$15,676,687.33",13313659.0
Sandoz/GSK,"$2,903,004.13",161612.0,"$2,098,729.67",110374.0,"$472,625.11",21909.0,"$79,295.42",4037.0,$860.02,67.0
Sandoz/Novaplus,"$2,453,058.34",306194.0,"$3,513,185.86",422233.0,"$4,541,350.96",264194.0,"$6,056,425.82",325089.0,"$4,612,528.48",149570.0
Sandoz/Novaplus*,"$140,334.84",44500.0,"$188,370.22",38456.0,"$185,274.56",17823.0,"$234,485.65",29327.0,"$168,396.78",8869.0
Sandoz/Premier,"$85,910.99",14671.0,"$153,138.18",37224.0,"$207,875.32",82897.0,"$139,052.07",12876.0,"$267,018.60",79859.0
Sanofi-Av-Novap,"$18,789.62",117.0,"$14,365.93",131.0,"$7,934.20",62.0,"$12,941.83",82.0,"$9,675.97",46.0
Sanofi-Aventis,"$1,360,851,926.26",42866615.0,"$1,663,556,860.29",51847524.0,"$1,969,992,289.63",58305112.0,"$2,470,825,726.18",63378029.0,"$2,776,284,770.50",60057412.0
Sanofi-Pasteur,"$460,049.68",6151.0,"$202,701.59",2139.0,"$154,272.68",1553.0,"$1,241,226.60",18512.0,"$14,162.22",124.0
Sanofi/Novaplus,"$21,096.32",607.0,"$14,537.64",64.0,"$52,953.90",517.0,$0.00,0.0,"$5,338.80",10.0
Sanofi/Partner,"$3,805,959.00",18877.0,"$3,874,775.61",17895.0,"$3,717,988.21",15500.0,"$1,351,552.23",5585.0,"$335,351.29",1085.0
Sanofi/Premierp,"$5,569,698.81",43064.0,"$4,171,193.16",44258.0,"$3,352,085.77",32417.0,"$2,755,908.01",35095.0,"$1,449,708.75",34084.0
Sanofi/Regenero,"$7,261,897.80",14400.0,"$8,598,372.23",20076.0,"$7,691,081.56",26536.0,"$2,861,525.05",12604.0,"$193,581.28",872.0
Santarus Inc/Sa,"$12,477,557.12",306815.0,"$6,500,801.21",204711.0,"$5,390,278.38",196554.0,"$5,482,578.61",183912.0,"$6,346,286.74",182793.0
Saol/Amneal Pha,"$4,287,954.02",139728.0,"$6,486,362.37",204498.0,"$7,712,410.53",207752.0,"$6,685,714.70",212582.0,"$6,019,700.18",185876.0
Saol/Kamada Ltd,$0.00,0.0,"$52,239.16",363.0,"$68,591.89",468.0,"$169,932.56",1295.0,"$429,048.12",5632.0
Sarepta Therape,"$106,577,026.46",134153.0,"$181,271,205.35",219493.0,"$217,327,004.79",270629.0,"$314,131,817.72",395958.0,"$398,911,823.76",492293.0
Savage Labs/Hr,$913.23,41892.0,"$56,459.56",18919.0,"$105,009.02",18914.0,"$14,565.76",10547.0,"$4,325.13",8223.0
Schering-Plough,$252.22,36845.0,$770.31,51334.0,$322.51,15752.0,$253.76,9136.0,$129.83,5884.0
Schering/Key,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,28.0
Sciegen Pharmac,"$759,000.77",6057537.0,"$16,137,037.76",101001359.0,"$33,710,248.32",206862919.0,"$45,666,905.81",264579107.0,"$46,863,362.31",272678678.0
Scilex Pharmace,"$108,812.29",11960.0,"$3,153,109.87",358744.0,"$8,249,686.47",908394.0,"$13,468,558.16",1390732.0,"$37,917,125.38",3774966.0
"Scynexis, Inc.",$0.00,0.0,$0.00,0.0,$0.00,0.0,"$102,899.95",944.0,"$933,566.27",7906.0
Seagen Inc.,"$52,596,195.86",6875.0,"$64,392,542.30",8335.0,"$84,823,984.42",107757.0,"$124,443,906.76",299744.0,"$129,330,253.72",257325.0
Sebela Pharmace,"$2,267,271.80",106959.0,"$2,339,369.64",127259.0,"$2,218,939.29",125300.0,"$2,599,380.64",130997.0,"$2,382,148.11",124930.0
"Secura Bio, Inc",$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$1,277,921.08",3640.0
Sentynl Therapu,"$7,606,758.88",228400.0,"$5,493,680.02",137306.0,"$2,033,674.25",47519.0,"$994,303.67",22677.0,"$577,999.25",14272.0
Servier Pharmac,$0.00,0.0,$0.00,0.0,"$9,067,402.96",2500.0,"$20,634,828.14",5795.0,"$35,012,485.49",30283.0
Seton Pharmaceu,"$8,380,583.91",7872647.0,"$9,058,588.78",5803407.0,"$3,904,387.33",5049767.0,"$4,436,558.76",5784726.0,"$4,591,843.45",5188083.0
Seton Pharmaceu*,"$152,811.57",96100.0,"$694,528.98",369530.0,"$372,775.07",192441.0,"$247,426.68",111188.0,"$235,690.76",138774.0
Sheffield Pharm,$0.00,0.0,$0.00,0.0,"$165,711.39",1117549.0,"$884,532.71",6424630.0,"$1,274,581.00",9471641.0
Shield Therapeu,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$6,373.54",780.0,"$2,221,578.57",272135.0
Shionogi Pharma,"$1,056,417.05",4303422.0,"$2,243,796.73",5060036.0,"$1,755,294.98",3765937.0,"$2,288,773.53",3416907.0,"$3,161,865.23",5990495.0
Shire US Inc.,"$1,602,418,052.56",173459406.0,"$1,533,864,083.76",160747685.0,"$1,424,857,295.98",141948965.0,"$1,677,871,624.80",166378777.0,"$1,860,313,410.11",181376066.0
Shire/Novartis,"$30,357,671.85",940350.0,"$49,217,517.78",1173540.0,"$43,086,280.36",967315.0,"$2,967,464.23",67201.0,"$703,149.91",15663.0
Shire/Takeda Ph,"$12,571,749.45",417936.0,"$13,599,441.93",474011.0,"$18,773,622.36",673799.0,"$21,867,196.83",790638.0,"$24,563,898.53",784468.0
Sicor Pharm.,"$2,636.12",76.0,$126.81,68.0,$118.56,29.0,$14.95,14.0,$1.67,4.0
Sigmapharm Labo,"$7,423,772.37",4663976.0,"$6,403,143.55",3679516.0,"$6,796,333.24",4159713.0,"$7,697,041.75",4762170.0,"$7,984,916.05",5183763.0
Silarx/Lannett,"$28,663,053.43",264854543.0,"$31,838,359.23",270900310.0,"$26,186,201.10",203394387.0,"$24,464,780.29",230760241.0,"$20,260,671.98",177872518.0
Sk Life Science,$0.00,0.0,$0.00,0.0,"$2,078,705.44",52648.0,"$24,856,402.29",658009.0,"$55,482,465.07",1466605.0
Sky Pharmaceuti,"$128,811.42",19224.0,"$3,176,095.60",25179.0,"$1,584,246.88",316016.0,"$5,962,176.61",256688.0,"$8,952,530.86",64484.0
Slate Run Pharm,"$105,909.06",460325.0,"$17,454,063.00",6912753.0,"$21,722,882.27",36725175.0,"$48,222,450.56",107164262.0,"$55,107,150.31",156383636.0
Slate/Premierpr,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$19,812.12",58.0,"$4,067.42",513.0
Slayback Pharma,$0.00,0.0,"$8,166,589.58",15802.0,"$11,508,808.74",24008.0,"$6,000,268.58",41412.0,"$3,964,859.64",16288.0
Sm-Strategic So,"$48,650.08",917556.0,"$77,704.96",969444.0,"$22,804.86",247953.0,"$30,264.33",1660689.0,"$13,874.72",931718.0
Smg Pharmaceuti,"$260,161.75",9360.0,"$1,568,102.05",53820.0,"$158,464.00",5460.0,"$1,316,506.99",44340.0,"$130,801.74",4500.0
Sobi-Swedish Or,"$52,598,737.39",177309.0,"$48,714,197.93",168206.0,"$50,382,143.57",178911.0,"$78,100,637.41",197364.0,"$277,600,558.15",255647.0
Sola Pharmaceut,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$647,365.15",245057.0,"$518,188.53",117955.0
Solaris Pharma,$0.00,0.0,$0.00,0.0,"$11,903.83",8610.0,"$3,409,486.66",2582972.0,"$13,384,236.85",10066080.0
Solco Healthcar,"$91,362,044.97",470821507.0,"$87,722,150.79",439276824.0,"$100,269,340.56",500486362.0,"$98,414,454.68",494179485.0,"$108,858,837.73",504914367.0
Solco Healthcar*,"$8,398,242.63",38510579.0,"$2,732,181.87",12238797.0,"$206,606.47",902310.0,"$94,219.23",382364.0,"$409,180.40",1655502.0
Solco/Novaplus,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$465,432.01",1323.0
Solstice/Supern,"$1,343,187.18",2419.0,"$1,198,339.56",2270.0,"$1,019,386.91",2027.0,"$1,103,525.65",2429.0,"$990,685.31",1963.0
Somerset Therap,"$6,673,907.23",1215525.0,"$9,322,477.27",1516774.0,"$14,823,777.22",2528009.0,"$18,630,733.69",3710721.0,"$23,469,637.82",4631137.0
Spear Pharm/May,"$890,257.09",310893.0,"$601,744.06",238607.0,"$78,310.99",38197.0,"$18,759.64",11208.0,"$8,475.05",6105.0
Specgx LLC,"$704,789.65",55095.0,"$2,844,662.23",50683.0,"$4,193,727.49",48617.0,"$3,729,206.87",108282.0,"$6,212,480.00",6857027.0
Spectrum/Acrote,"$1,219,353.04",327.0,"$1,796,467.09",1271.0,"$2,348,842.51",955.0,"$4,021,833.08",1424.0,"$1,825,178.24",444.0
Stiefel Labs.,"$802,364.03",19671.0,"$410,185.37",11339.0,"$910,737.71",19738.0,"$1,057,936.78",21713.0,"$32,849.78",720.0
Strides Pharma,"$45,124,244.09",274648943.0,"$83,418,200.09",450447845.0,"$117,487,078.66",485128746.0,"$110,984,671.56",611218252.0,"$113,825,524.15",740574029.0
Strongbridge Us,"$2,283,388.63",15616.0,"$4,382,079.97",25540.0,"$5,528,398.61",26962.0,"$8,055,079.95",33824.0,"$11,427,932.82",40549.0
Sun Pharma Glob,"$38,361,779.68",22510546.0,"$66,546,333.83",23998869.0,"$88,237,510.49",26393049.0,"$97,428,106.24",38321498.0,"$120,975,775.89",107178158.0
Sun Pharma Glob*,"$2,029,273.63",1769812.0,"$3,044,840.79",2347102.0,"$2,130,815.06",2917523.0,"$2,604,116.34",3719454.0,"$2,496,222.97",3661808.0
Sun Pharmaceuti,"$103,706,348.57",216572563.0,"$103,864,993.88",230477802.0,"$109,446,280.87",211759954.0,"$129,746,968.05",225994607.0,"$137,838,838.55",218372152.0
Sun Pharmaceuti*,"$61,069.72",94859.0,"$111,497.10",135216.0,"$969,978.62",212217.0,"$2,943,500.91",357373.0,"$4,347,036.77",421209.0
Sunovion Pharma,"$1,310,238,310.64",32834218.0,"$1,429,989,435.62",35352331.0,"$1,607,945,339.53",38207100.0,"$1,749,904,945.55",39866345.0,"$1,810,886,024.68",39157854.0
Sunovion/Lupin,"$25,308,389.08",5203892.0,"$23,425,441.46",4453716.0,"$25,282,563.38",4248650.0,"$17,669,093.70",2820115.0,"$5,328,924.10",803005.0
Sunovion/Woodwa,"$725,789.82",54070.0,"$566,446.59",38466.0,"$488,025.80",34893.0,"$370,349.77",26100.0,"$283,355.32",20593.0
Sunrise Pharmac,"$6,368,544.04",23194638.0,"$8,624,005.41",38513789.0,"$8,332,109.69",41189736.0,"$9,267,535.17",48302560.0,"$10,126,356.06",52204873.0
Supernus Pharma,"$93,015,014.21",5701807.0,"$115,805,238.73",6397021.0,"$135,107,731.76",6953924.0,"$150,233,906.95",7678705.0,"$191,628,663.25",11373051.0
Supernus/Adamas,"$500,186.47",13394.0,"$1,197,940.27",28575.0,"$1,670,825.73",39553.0,"$2,224,024.63",51654.0,"$2,906,531.49",63521.0
Synergy/Bausch,"$7,361,952.25",619620.0,"$17,068,355.17",1264456.0,"$17,494,188.20",1236206.0,"$1,609,498.37",108703.0,"$290,431.32",17849.0
TWI Pharmaceuti,"$17,450,605.82",21632837.0,"$20,910,123.34",38110986.0,"$19,003,251.23",37447778.0,"$23,465,226.26",49956201.0,"$54,373,964.12",49183415.0
Tagi Pharma,"$5,674,532.64",21805949.0,"$9,327,784.14",47661873.0,"$13,158,624.95",78006532.0,"$12,448,504.84",88937414.0,"$12,500,950.90",69908796.0
Taiho Oncology,"$19,976,543.16",107197.0,"$22,452,890.11",113096.0,"$25,105,902.55",121802.0,"$34,206,748.29",155198.0,"$36,551,129.32",154902.0
Takeda Pharmace,"$452,724,533.06",29552696.0,"$503,248,075.48",28832669.0,"$568,000,783.83",29310812.0,"$622,336,490.22",26643189.0,"$638,755,865.25",22801776.0
Taro Pharm USA,"$195,101,107.96",568676756.0,"$183,641,087.06",591853283.0,"$149,295,438.31",481962887.0,"$154,752,412.67",533211493.0,"$159,218,986.92",553346678.0
Taro Pharm USA*,"$25,432,279.43",51078651.0,"$22,740,169.60",45388080.0,"$18,804,062.14",37496968.0,"$15,120,620.81",35485565.0,"$12,182,517.09",29826390.0
Teligent Pharma,"$8,182,362.00",18132811.0,"$12,352,616.24",18790102.0,"$15,811,864.35",14767759.0,"$9,975,648.53",14194425.0,"$996,542.81",1207877.0
Telix Pharmaceu,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$69,933.46",372.0
Tersera Therape,"$2,428,022.58",3390.0,"$5,635,551.60",8743.0,"$7,432,826.16",11601.0,"$7,155,573.15",11240.0,"$32,669.25",70.0
Tetraphase Phar,$0.00,0.0,"$64,707.04",11190.0,"$152,711.98",3295.0,"$233,864.32",11452.0,"$282,892.56",4910.0
Teva Neuroscien,"$150,728,869.71",462021.0,"$111,611,851.76",346166.0,"$98,288,674.76",307870.0,"$94,297,316.39",302158.0,"$77,880,735.81",246282.0
Teva Parenteral,"$98,664,999.03",6441120.0,"$86,878,440.24",5049976.0,"$65,115,770.75",4779633.0,"$46,096,445.82",4355920.0,"$28,446,958.86",2748521.0
Teva Pharm,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$18,416.05",4832.0
Teva Select Bra,"$107,713.43",53585.0,"$121,562.67",55838.0,"$148,225.70",63719.0,"$140,138.15",54938.0,"$250,209.10",89551.0
Teva Specialty,"$655,883,690.35",68902652.0,"$556,641,583.12",56111004.0,"$468,729,343.01",45236303.0,"$506,564,353.34",51994784.0,"$494,518,644.52",49477078.0
Teva USA,"$851,664,773.71",2448311183.0,"$907,095,912.86",1840346674.0,"$973,176,804.41",1681346057.0,"$1,085,873,450.83",1720595851.0,"$1,095,920,129.98",1907126858.0
Teva USA*,"$63,655,714.53",105704381.0,"$43,828,723.97",94777962.0,"$38,793,279.82",90462560.0,"$43,217,013.02",97619649.0,"$42,346,824.72",102935897.0
Teva Women'S He,"$4,045,559.66",1094729.0,"$4,011,492.27",942827.0,"$5,247,066.94",1205327.0,"$5,273,964.52",1090502.0,"$5,262,758.66",943654.0
Teva/Coopersurg,"$33,746,344.00",40634.0,"$18,445,137.12",22877.0,"$12,485,874.32",14998.0,"$10,585,447.18",12919.0,"$6,894,242.78",7998.0
Teva/Novaplus,"$352,806.31",61234.0,"$284,291.14",62838.0,"$281,362.30",125752.0,"$454,929.34",90254.0,"$805,624.87",51190.0
Teva/Prasco Lab,"$985,912.89",388616.0,"$559,165.99",236004.0,"$225,915.08",121038.0,"$15,789.82",8834.0,$442.11,330.0
The Chao Center,"$394,786.61",7638.0,"$283,885.81",4625.0,"$170,537.33",3144.0,"$103,421.59",1584.0,"$30,135.99",454.0
Therapeuticsmd,$0.00,0.0,"$36,307.53",2106.0,"$3,361,197.14",30367.0,"$8,846,254.11",54674.0,"$11,993,550.40",93945.0
Theratechnologi,"$410,430.87",412.0,"$3,083,353.15",2953.0,"$4,403,821.68",7213.0,"$5,950,809.53",13685.0,"$6,970,798.49",14890.0
Time-Cap Labs,"$10,352,774.46",94063580.0,"$5,148,013.44",50164801.0,"$7,322,708.32",56231850.0,"$10,872,900.71",75142247.0,"$11,838,689.00",78038663.0
Tolmar Inc.,"$6,032,723.43",4193264.0,"$6,702,539.57",4454182.0,"$12,102,045.46",7157067.0,"$23,147,749.90",14955400.0,"$30,146,603.05",37431885.0
