Brnd_Name,Gnrc_Name,Tot_Mftr,Mftr_Name,Tot_Spndng_2018,Tot_Dsg_Unts_2018,Tot_Clms_2018,Avg_Spnd_Per_Dsg_Unt_Wghtd_2018,Avg_Spnd_Per_Clm_2018,Outlier_Flag_2018,Tot_Spndng_2019,Tot_Dsg_Unts_2019,Tot_Clms_2019,Avg_Spnd_Per_Dsg_Unt_Wghtd_2019,Avg_Spnd_Per_Clm_2019,Outlier_Flag_2019,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Avg_Spnd_Per_Dsg_Unt_Wghtd_2020,Avg_Spnd_Per_Clm_2020,Outlier_Flag_2020,Tot_Spndng_2021,Tot_Dsg_Unts_2021,Tot_Clms_2021,Avg_Spnd_Per_Dsg_Unt_Wghtd_2021,Avg_Spnd_Per_Clm_2021,Outlier_Flag_2021,Tot_Spndng_2022,Tot_Dsg_Unts_2022,Tot_Clms_2022,Avg_Spnd_Per_Dsg_Unt_Wghtd_2022,Avg_Spnd_Per_Clm_2022,Outlier_Flag_2022,Chg_Avg_Spnd_Per_Dsg_Unt_21_22,CAGR_Avg_Spnd_Per_Dsg_Unt_18_22
Acetaminophen-Codeine,Acetaminophen With Codeine,1,Amneal Pharmace,3128578.69,11543135.0,435791.0,0.2710337088,7.1790805455,0.0,1780591.68,5702766.0,232468.0,0.3122329901,7.6595130513,0.0,484867.78,2138011.0,87244.0,0.2267845114,5.5576060245,0.0,412772.75,1839534.022,78072.0,0.2243898428,5.2870779537,0.0,766734.14,2164710.0,88918,0.3541971627,8.6229350638,0,0.578490177,0.0691913646
Acetaminophen-Codeine,Acetaminophen With Codeine,1,Mylan Instituti,13421.28,4354.0,947.0,3.0825172255,14.172418163,1.0,51142.33,1772.0,856.0,28.861360045,59.745712617,1.0,18025.03,930.0,565.0,19.381752688,31.902707965,1.0,4344.09,457.0,269.0,9.5056673961,16.149033457,1.0,1675.41,77.5,72,21.618193548,23.269583333,1,1.2742425805,0.6273406468
Acetaminophen-Codeine,Acetaminophen With Codeine,1,Hi-Tech/Akorn C,227157.99,6376959.445,36426.0,0.0360050694,6.2361497282,0.0,142064.44,3881846.053,20515.0,0.0368952104,6.9249056788,0.0,84170.84,2546498.763,12219.0,0.0331178718,6.8885211556,0.0,71088.81,2261789.778,10281.0,0.0314790471,6.9145812664,0.0,60775.34,1742703.458,7952,0.0352099568,7.6427741449,0,0.118520414,-0.005567156
Acetaminophen-Codeine,Acetaminophen With Codeine,1,Mallinckrodt Ph,5463895.07,21699625.311,643633.0,0.2449307656,8.4891468741,0.0,5580383.32,20939721.521,672039.0,0.2626061718,8.3036599364,0.0,6073987.83,22945031.431,726390.0,0.2640662504,8.3618825011,0.0,5695180.37,21582891.546,688313.0,0.2642874561,8.2741142039,0.0,5995859.16,19619490.838,591869,0.3104484582,10.130382162,0,0.1746621004,0.0610516911
Acetaminophen-Codeine,Acetaminophen With Codeine,1,Aurobindo Pharm,2662328.35,10615376.0,325267.0,0.2404645854,8.1850552008,0.0,2640052.23,10476126.0,328013.0,0.2379433417,8.0486207254,0.0,2304324.78,9728271.0,307425.0,0.2218381043,7.4955673091,0.0,2208031.27,9320099.42,308511.0,0.2183041775,7.1570584841,0.0,1123544.41,3807848.0,133055,0.2921536691,8.4442103641,0,0.338287121,0.049880949
Acetaminophen-Codeine,Acetaminophen With Codeine,1,Pharm Assoc Inc,88082.45,1952357.314,12319.0,0.0510402799,7.1501298807,0.0,67588.17,1257396.766,7020.0,0.1122427931,9.6279444444,0.0,54480.83,919666.144,4969.0,0.0872021507,10.964143691,0.0,47849.19,1013598.026,5451.0,0.0802660609,8.7780572372,0.0,52635.93,872505.0,4629,0.0605068611,11.370907323,0,-0.246171291,0.0434530052
Acetaminophen-Codeine,Acetaminophen With Codeine,1,Eywa Pharma Inc,0.0,0.0,0.0,0.0,0.0,0.0,6213.36,30607.0,692.0,0.1995900182,8.9788439306,0.0,360036.39,1713493.0,48332.0,0.2065348041,7.4492342547,0.0,614687.77,2848877.239,92013.0,0.2121357334,6.6804448284,0.0,1280420.6,5538743.125,184046,0.2299407646,6.9570683416,0,0.0839322583,0.0483164108
Acetaminophen-Codeine,Acetaminophen With Codeine,1,Ahp,4228.61,6269.0,641.0,1.8345569832,6.5968954758,0.0,36930.16,1722.0,426.0,43.055293967,86.690516432,1.0,59377.1,1364.5,257.0,58.348135375,231.03929961,1.0,26952.58,527.0,207.0,81.635029688,130.20570048,1.0,1343.37,3057.0,135,0.4525269842,9.9508888889,1,-0.994456706,-0.295260979
Acetaminophen-Codeine,Acetaminophen With Codeine,1,Qualitest/Par P,661772.57,1867043.0,59867.0,0.3726429371,11.054045969,0.0,736570.61,2296389.0,72358.0,0.3267393,10.179532464,0.0,467095.05,1566930.0,59231.0,0.2980303867,7.8859896,0.0,122549.89,163666.0,5919.0,0.8522898622,20.704492313,0.0,28050.89,37338.0,1202,0.8449786452,23.336846922,0,-0.008578322,0.227123321
Acetaminophen-Codeine,Acetaminophen With Codeine,1,Teva USA,2812862.28,11408235.0,321375.0,0.2384099125,8.7525858576,0.0,1402208.28,5539818.0,153663.0,0.2436336986,9.1252173913,0.0,475986.21,1964361.3,51894.0,0.2352202788,9.1722782981,0.0,120522.77,509132.032,14554.0,0.2301634617,8.2810753058,0.0,31589.79,118811.0,4012,0.2645218423,7.8738260219,0,0.1492781709,0.0263235813
Acetazolamide,Acetazolamide,1,Eywa Pharma Inc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39813.89,43669.0,457.0,0.8993818506,87.120109409,0.0,117245.98,165548.134,1949.0,0.7091669959,60.15699333,0.0,505955.94,675219.758,7313,0.744643481,69.185825243,0,0.0500255726,-0.090082252
Acetazolamide,Acetazolamide,1,Avpak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11613.85,95.0,17,122.25105263,683.16764706,1,0.0,0.0
Acetazolamide,Acetazolamide,1,Novitium/Ani Ph,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88889.37,97787.0,1019.0,0.9108764921,87.231962709,0.0,270297.75,353872.5,3826.0,0.7640793367,70.647608468,0.0,220860.05,359145.9,3930,0.6158552795,56.198486005,0,-0.193990401,-0.177739198
Acetazolamide,Acetazolamide,1,Strides Pharma,761197.8,586365.8,7104.0,1.2961616933,107.15059122,0.0,1771328.37,1539902.4,18982.0,1.1483122304,93.316213781,0.0,1697589.22,1689574.907,20197.0,1.0055301249,84.051553201,0.0,2095093.53,2709079.903,30901.0,0.7739551294,67.800185431,0.0,2030418.06,3563162.332,39624,0.5687299076,51.242127498,0,-0.265164238,-0.18611748
Acetazolamide,Acetazolamide,1,Lannett Co. Inc,3069645.99,2127083.097,26091.0,1.4431246218,117.65152696,0.0,1959391.99,1624559.025,19644.0,1.2061069865,99.745061596,0.0,1959591.37,2596639.276,21158.0,0.7546644573,92.617041781,0.0,701305.52,769173.669,9545.0,0.9117648566,73.473600838,0.0,72689.28,119452.83,1594,0.6085186931,45.601806775,0,-0.332592511,-0.194171688
Acetazolamide,Acetazolamide,1,"Trupharma, LLC.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31667.81,51570.0,651,0.615642933,48.644869432,0,0.0,0.0
Acetazolamide,Acetazolamide,1,Major Pharmaceu,0.0,0.0,0.0,0.0,0.0,0.0,1661.18,1350.5,23.0,1.2300481303,72.225217391,1.0,17523.65,5718.6,110.0,3.0643251845,159.30590909,1.0,11895.31,3170.0,75.0,3.7524637224,158.60413333,1.0,30938.87,1057.0,61,29.270454115,507.19459016,1,6.8003296716,1.8763106217
Acetazolamide,Acetazolamide,1,Ahp,4493.97,2188.0,142.0,2.053916819,31.647676056,1.0,16052.25,496.0,47.0,32.363407258,341.53723404,1.0,16924.35,2156.7,94.0,7.8473362081,180.0462766,1.0,50853.56,3262.0,87.0,15.589687308,584.52367816,1.0,21848.33,4772.6,47,4.5778674098,464.85808511,1,-0.70635284,0.2218561797
Acetazolamide,Acetazolamide,1,Lifestar Pharma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472941.45,650993.781,7461.0,0.7256933682,63.388480097,0.0,379651.46,693607.009,9022,0.5457266064,42.080631789,0,-0.247992843,-0.247992843
Acetazolamide,Acetazolamide,1,Avet Pharmaceut,1519877.6,1130974.161,14964.0,1.3372534609,101.56893879,0.0,1082649.0,969185.241,12864.0,1.1136234634,84.161147388,0.0,1227109.42,1283903.171,15978.0,0.954992938,76.799938666,0.0,1090309.18,1726663.406,20192.0,0.6300093797,53.997086965,0.0,1073865.43,1709827.643,19341,0.6226992405,55.52274598,0,-0.011603223,-0.17393133
Acetazolamide,Acetazolamide,1,Taro Pharm USA,4163081.12,3057215.272,40375.0,1.3560490295,103.1103683,0.0,3618787.08,2987591.506,39218.0,1.2085965596,92.273626396,0.0,2928386.15,2800074.41,33265.0,1.0452781171,88.032050203,0.0,2068899.36,2167719.022,24637.0,0.9537504568,83.975295693,0.0,1099020.39,1388007.627,15931,0.78680707,68.986277698,0,-0.175038854,-0.127233204
Acetazolamide,Acetazolamide,1,Advagen Pharma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22802.58,44869.0,495,0.5092078515,46.065818182,0,0.0,0.0
Acetazolamide,Acetazolamide,1,Breckenridge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1538.51,1550.0,18.0,0.9838315203,85.472777778,1.0,98658.91,114905.58,1356.0,0.857692249,72.75730826,0.0,18981.37,26711.0,341,0.7111106067,55.663841642,0,-0.170902375,-0.149825231
Acetazolamide ER,Acetazolamide,1,"Micro Labs USA,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49595.32,71938.0,995.0,0.689417554,49.844542714,0.0,404396.79,558327.0,7506,0.7243009742,53.876470823,0,0.0505983927,0.0505983927
Acetazolamide ER,Acetazolamide,1,Accord Healthca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574899.44,675582.0,7792,0.8509691496,73.780728953,0,0.0,0.0
Acetazolamide ER,Acetazolamide,1,Ingenus Pharmac,677814.44,523857.0,7597.0,1.2938921118,89.221329472,0.0,1159204.25,968405.0,14063.0,1.1970242306,82.4293714,0.0,1601559.63,1719080.0,23270.0,0.9316376376,68.825080791,0.0,961125.81,1181192.501,16361.0,0.8136910869,58.744930628,0.0,219743.3,264100.0,3977,0.832045816,55.253532814,0,0.0225573677,-0.104506797
Acetazolamide ER,Acetazolamide,1,Avet Pharmaceut,1899628.78,1352048.0,20600.0,1.4050009911,92.21498932,0.0,2113645.18,1792255.0,25109.0,1.1793216813,84.178787686,0.0,1084627.39,1139222.175,15061.0,0.9520771398,72.015629108,0.0,733437.82,1067764.0,13276.0,0.6868913168,55.245391684,0.0,278862.96,489553.0,5768,0.5696277216,48.346560333,0,-0.170716374,-0.202044594
Acetazolamide ER,Acetazolamide,1,Ahp,2953.12,1269.0,90.0,2.3271237195,32.812444444,1.0,15485.36,577.0,49.0,26.837712305,316.0277551,1.0,6646.41,27.0,23.0,246.16333333,288.97434783,1.0,2532.59,42.0,12.0,60.299761905,211.04916667,1.0,22082.09,194.0,26,113.82520619,849.31115385,1,0.8876559806,1.6445680285
Acetazolamide ER,Acetazolamide,1,Zydus Pharmaceu,1616862.61,1141993.4,16246.0,1.4158248288,99.523735689,0.0,327672.37,276332.0,4205.0,1.185792344,77.924463734,0.0,205601.31,196856.0,2546.0,1.0444249096,80.754638649,0.0,862690.19,964775.24,11990.0,0.8941877385,71.950808173,0.0,952609.41,1243186.0,15296,0.7662645895,62.278334859,0,-0.143060728,-0.142286377
Acetazolamide ER,Acetazolamide,1,Nostrum Laborat,118343.97,87773.0,1300.0,1.3482958313,91.033823077,0.0,494650.62,418874.0,5940.0,1.1809055229,83.274515152,0.0,822395.99,881746.0,12159.0,0.9326903553,67.636811415,0.0,989540.77,1153366.12,15194.0,0.8579589368,65.127074503,0.0,964772.47,1231661.9,15836,0.7833095024,60.922737434,0,-0.087008167,-0.126954153
Acetazolamide Sodium,Acetazolamide Sodium,1,X-Gen/Novaplus,1557.82,573.0,62.0,2.7187085515,25.126129032,1.0,24714.3,640.5,131.0,38.585948478,188.65877863,0.0,23114.97,499.0,73.0,46.32258517,316.64342466,1.0,5553.38,84.0,38.0,66.111666667,146.14157895,1.0,3516.04,35.0,14,100.45828571,251.14571429,1,0.5195243257,1.4655043743
Acetazolamide Sodium,Acetazolamide Sodium,1,X-Gen Pharmaceu,107333.64,2079.0,373.0,51.627532468,287.75774799,1.0,69589.4,1297.571,308.0,53.630514245,225.93961039,1.0,41132.67,894.25,191.0,45.996835337,215.35429319,1.0,11442.51,242.0,200.0,47.283099174,57.21255,1.0,18007.53,320.4,231,56.203277154,77.954675325,1,0.1886546808,0.0214569501
Acetazolamide Sodium,Acetazolamide Sodium,1,Avet Pharmaceut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7134.36,42.5,39,167.86729412,182.93230769,1,0.0,0.0
Acetazolamide Sodium,Acetazolamide Sodium,1,West-Ward/Hikma,15921.62,372.5,69.0,42.742604027,230.74811594,1.0,3932.44,111.0,68.0,35.427387387,57.83,1.0,6948.23,133.0,75.0,52.242330827,92.643066667,1.0,29654.07,1040.5,153.0,28.499827006,193.81745098,1.0,4566.41,1149.5,93,3.9725184863,49.101182796,1,-0.86061254,-0.447857424
Acetazolamide Sodium,Acetazolamide Sodium,1,Mylan Instituti,0.0,0.0,0.0,0.0,0.0,0.0,14607.45,53.5,48.0,273.0364486,304.321875,1.0,7157.52,111.0,85.0,64.482162162,84.206117647,1.0,13439.35,343.5,126.0,39.124745269,106.66150794,1.0,6185.73,152.0,81,40.695592105,76.367037037,1,0.0401497013,-0.469796917
Acetic Acid*,Acetic Acid,1,Hi-Tech/Akorn C,233696.08,167557.5,10982.0,1.3947216926,21.279919869,0.0,269744.77,186748.0,12193.0,1.4444319082,22.122920528,0.0,238810.95,167468.0,10928.0,1.4260094466,21.853125,0.0,233552.31,159216.0,10411.0,1.466889697,22.433225435,0.0,268678.17,162398.46,10537,1.6544379177,25.498545127,0,0.1278543445,0.0436160025
Acetic Acid*,Acetic Acid,1,"Trupharma, LLC.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41062.88,24540.0,1584.0,1.6733039935,25.923535354,0.0,107711.74,62790.0,4057.0,1.7154282529,26.549603155,0.0,180839.58,109217.5,7050,1.6557747614,25.651004255,0,-0.034774693,-0.0052517
Acetic Acid*,Acetic Acid,1,Baxter Healthca,25431.4,3198819.323,1673.0,0.0079502458,15.201075912,0.0,30278.32,2743251.0,1705.0,0.0110373859,17.758545455,0.0,48175.76,2705269.0,1726.0,0.0178081219,27.91179606,0.0,44325.39,3023273.0,2135.0,0.0146613918,20.761306792,0.0,53102.15,3572445.0,2448,0.0148643716,21.692054739,0,0.0138445103,0.1693418659
Acetic Acid*,Acetic Acid,1,Rising Pharm,0.0,0.0,0.0,0.0,0.0,0.0,29682.46,18105.0,1178.0,1.6394620271,25.197334465,0.0,2710.76,1620.0,106.0,1.673308642,25.573207547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19410.8,13735.0,899,1.4132362577,21.591546162,0,0.0,-0.048290357
Acetic Acid*,Acetic Acid,1,B.Braun,9495.96,1368287.0,835.0,0.0069400352,11.372407186,0.0,9502.11,1428617.0,781.0,0.0066512648,12.16659411,0.0,21495.74,2068953.0,1260.0,0.0103896705,17.060111111,0.0,16820.46,1971723.0,1197.0,0.0085308433,14.052180451,0.0,41636.03,3442163.8,1971,0.0120958886,21.124317605,0,0.4179006896,0.1489973472
Acetic Acid*,Acetic Acid,1,Morton Grove Ph,348117.95,247612.15,16053.0,1.4059001144,21.685538529,0.0,160937.16,107881.0,7033.0,1.4918026344,22.883145173,0.0,147738.27,105978.5,6934.0,1.3940400176,21.306355639,0.0,181466.88,130562.1,8537.0,1.3898894089,21.256516341,0.0,163713.97,107339.0,6968,1.5252049115,23.495116246,0,0.0973570284,0.0205714905
Acetic Acid*,Acetic Acid,1,Icu Medical Inc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60041.01,3433911.0,2099.0,0.017484731,28.604578371,0.0,107405.97,5579725.0,3612.0,0.0192493304,29.735872093,0.0,71464.58,3228331.0,2076,0.0221366954,34.424171484,0,0.1499982054,0.12519273
Acetylcysteine*,Acetylcysteine,1,Amer. Regent,1012520.72,662348.598,5017.0,1.5401326958,201.81796293,0.0,884956.45,639863.694,4212.0,1.3913293106,210.10362061,0.0,778802.22,694530.42,4430.0,1.1429644782,175.80185553,0.0,1040973.76,1002871.6,6276.0,1.0441899218,165.86579987,0.0,1183032.98,919918.5,6458,1.2903654613,183.18875503,0,0.2357574368,-0.043271641
Acetylcysteine*,Acetylcysteine,1,Auromedics-Eugi,92358.73,10152.0,136.0,9.0975896375,679.10830882,1.0,82569.01,14720.2,212.0,5.6092315322,389.47646226,1.0,87887.69,19174.9,238.0,4.5834757939,369.2760084,0.0,178348.38,24846.43,395.0,7.1780283928,451.51488608,1.0,140157.35,26653.0,403,5.2585956553,347.78498759,1,-0.267403893,-0.128061491
Acetylcysteine*,Acetylcysteine,1,Sagent Pharmace,4339.5,1180.0,12.0,3.6775423729,361.625,1.0,33865.99,8476.62,112.0,3.9952233319,302.37491071,0.0,53706.54,43099.6,343.0,1.2461029801,156.57883382,0.0,113859.25,43059.048,606.0,2.6442584146,187.88655116,0.0,189726.56,402328.289,628,0.4715715131,302.11235669,0,-0.821662092,-0.401591892
Acetylcysteine*,Acetylcysteine,1,Perrigo/Padagis,345250.78,56927.35,538.0,6.0647611385,641.73007435,0.0,186858.81,37500.2,432.0,4.9828750247,432.54354167,0.0,1207482.4,50047.0,457.0,24.126968649,2642.1934354,1.0,979914.83,77082.485,445.0,12.712548512,2202.0557978,1.0,203650.1,42571.498,388,4.7837193796,524.87139175,0,-0.623700993,-0.057594095
Acetylcysteine*,Acetylcysteine,1,Paddock/Novaplu,33233.84,13537.249,129.0,2.454992148,257.62666667,1.0,32674.74,11394.5,118.0,2.867588749,276.90457627,0.0,24730.85,4258.5,97.0,5.807408712,254.95721649,1.0,11577.87,2026.5,33.0,5.713234641,350.84454545,1.0,10284.43,1284.5,19,8.0065628649,541.28578947,1,0.401406273,0.3438444518
Acetylcysteine*,Acetylcysteine,1,Fresenius Kabi*,128047.77,28159.027,377.0,4.5473080444,339.64925729,0.0,156227.07,32206.08,508.0,4.896011244,307.53360236,1.0,132963.72,45670.215,668.0,3.0394285392,199.04748503,0.0,276656.61,95771.56,946.0,3.1067167585,292.44884778,0.0,214942.37,132713.45,1283,1.9472205563,167.5310756,0,-0.373222373,-0.191062083
Acetylcysteine*,Acetylcysteine,1,App/Fresenius K,485933.72,540031.185,4540.0,0.8933333401,107.03385903,0.0,687859.31,739892.6,5605.0,0.9293470582,122.72244603,0.0,630417.41,803968.191,5802.0,0.785766764,108.65518959,0.0,631882.46,939921.1,6933.0,0.6682913444,91.141275061,0.0,941309.49,1217638.679,9224,0.7734411081,102.05003144,0,0.1573412025,-0.035386297
Acetylcysteine*,Acetylcysteine,1,Hospira/Pfizer,460515.45,1299678.516,9714.0,0.356913634,47.407396541,0.0,520350.51,1477813.119,10875.0,0.3526728181,47.848322759,0.0,475416.51,1321241.749,9566.0,0.3598228982,49.69856889,0.0,306302.11,831669.871,5953.0,0.3684029205,51.453403326,0.0,106873.19,251227.578,1671,0.4353054404,63.957624177,0,0.1816014916,0.0508911609
Acetylcysteine*,Acetylcysteine,1,Akorn Inc.,110648.1,21058.8,151.0,5.2542452561,732.76887417,0.0,78379.58,13523.63,96.0,5.7957501056,816.45395833,0.0,56556.41,7639.5,49.0,7.4031559657,1154.212449,1.0,5490.25,2036.0,39.0,2.696586444,140.77564103,1.0,12115.17,2663.0,40,4.5494442358,302.87925,1,0.687112329,-0.035367253
Acidophilus-Pectin,Lactobacillus Acidophilus/Pect,1,Major Pharmaceu,9498.86,18937.0,493.0,0.5016032106,19.267464503,1.0,9473.46,14888.0,435.0,0.6363151531,21.778068966,1.0,8800.87,25701.0,637.0,0.3424329793,13.816122449,1.0,3694.74,13529.0,260.0,0.2730977899,14.210538462,1.0,7112.21,19671.0,416,0.3615581313,17.096658654,1,0.3239145265,-0.078586743
Acidophilus-Pectin,Lactobacillus Acidophilus/Pect,1,"Plus Pharma,Inc",251.55,881.0,25.0,0.2855278093,10.062,1.0,1204.06,3768.0,91.0,0.3195488323,13.231428571,1.0,650.47,3768.0,79.0,0.1726300425,8.2337974684,1.0,1050.97,5747.0,117.0,0.1828728032,8.9826495726,1.0,267.05,945.0,20,0.2825925926,13.3525,1,0.5452958977,-0.002579959
Aciphex,Rabeprazole Sodium,1,Eisai/ Woodward,953626.15,59886.0,1344.0,15.924024814,709.54326637,0.0,868046.61,53032.0,1147.0,16.368355144,756.7973932,0.0,743121.32,46249.0,947.0,16.067835413,784.71100317,0.0,586373.92,35178.06,657.0,16.66873955,892.50216134,0.0,405604.58,22695.5,413,17.871585997,982.09341404,0,0.0721618119,0.0292658473
Aciphex,Rabeprazole Sodium,1,Woodward Pharma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119631.15,6055.0,110,19.757415359,1087.5559091,0,0.0,0.0
Acitretin,Acitretin,1,Mylan,1135193.42,76393.8,2176.0,14.891247855,521.68815257,0.0,1124254.01,82219.6,2271.0,13.710553396,495.04800088,0.0,1028086.6,84709.8,2248.0,12.206786013,457.3338968,0.0,1065206.27,89501.4,2326.0,11.970958322,457.95626397,0.0,1042648.72,94378.6,2565,11.116077744,406.49072904,0,-0.071412877,-0.070487743
Acitretin,Acitretin,1,Teva USA,776423.6,48777.64,1384.0,15.952338408,560.99971098,0.0,817246.2,55575.0,1447.0,14.924066002,564.78659295,0.0,270559.49,19628.0,556.0,13.866021624,486.61778777,1.0,41154.23,3220.0,90.0,12.87701587,457.26922222,1.0,39730.53,3695.0,108,10.724767174,367.87527778,1,-0.167138778,-0.094494944
Acitretin,Acitretin,1,Sigmapharm Labo,863801.32,59230.944,1673.0,14.693830656,516.31878063,0.0,676453.61,58833.0,1692.0,11.642288032,399.79527778,0.0,1034759.62,98226.009,2573.0,10.521115847,402.16075398,0.0,1370553.85,133629.284,3630.0,10.309961029,377.56304408,0.0,1435946.08,142202.6,3824,10.137637533,375.50891213,0,-0.016714272,-0.088618031
Acitretin,Acitretin,1,Prasco Labs,487872.7,30487.0,855.0,16.00286758,570.61134503,0.0,172548.87,12429.0,367.0,13.862474995,470.16040872,0.0,106124.88,9484.0,289.0,11.205235188,367.21411765,0.0,36912.57,3200.0,101.0,11.549055227,365.4709901,1.0,4757.77,460.0,16,10.342978261,297.360625,1,-0.10443079,-0.103372716
Acitretin,Acitretin,1,Amneal Pharmace,582015.65,38105.0,1122.0,15.322865562,518.73052585,0.0,821583.62,64003.2,1794.0,12.776565035,457.96188406,0.0,851644.04,76796.0,2079.0,11.054499745,409.64119288,0.0,891174.51,77241.26,2094.0,11.537912216,425.58477077,0.0,1015790.35,88890.2,2366,11.446378751,429.32812764,0,-0.007933278,-0.070323121
Actemra Actpen,Tocilizumab,1,"Genentech, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,5575266.76,4946.264,1871.0,1127.1672438,2979.8325815,0.0,18907150.68,16338.966,6098.0,1157.1815915,3100.549472,0.0,29095732.39,24245.308,8934.0,1200.0562084,3256.7419286,0.0,32745031.14,27686.267,10003,1182.7174512,3273.5210577,0,-0.014448288,0.0161649599
Actemra*,Tocilizumab,1,"Genentech, Inc.*",55702998.84,324101.588,25097.0,477.1407812,2219.5082615,0.0,56655609.95,308007.384,24923.0,507.40167338,2273.2259339,0.0,56568802.32,316641.979,25338.0,480.65802396,2232.5677765,0.0,58661823.66,330364.093,25877.0,470.17906895,2266.9483966,0.0,58279250.34,322872.365,25595,471.46936014,2276.9779387,0,0.0027442549,-0.002984904
Acthar,Corticotropin,1,Mallinckrodt Ph,149860999.15,20694.5,2834.0,7241.5858876,52879.675071,0.0,158390635.68,20700.22,2660.0,7651.6402087,59545.351759,0.0,149263120.35,18987.0,2403.0,7861.3325091,62115.322659,0.0,127914580.81,16195.0,2108.0,7898.399556,60680.541181,0.0,127829364.28,15703.5,2144,8140.1830344,59621.904981,0,0.0306117051,0.0296748878
Actimmune,"Interferon Gamma-1b,Recomb.",1,Horizon Therape,55346941.05,6415.526,1092.0,8627.0309013,50684.011951,0.0,65486932.02,7311.044,1252.0,8957.2613733,52305.856246,0.0,63654945.0,6843.508,1152.0,9301.5080862,55256.028646,0.0,70319014.15,7167.513,1219.0,9810.7968761,57685.819647,0.0,69825392.39,6798.51,1212,10270.690547,57611.709893,0,0.046876281,0.0445628418
Actiq,Fentanyl Citrate,1,Teva USA,395163.64,4785.0,48.0,81.641693975,8232.5758333,1.0,347600.44,3945.0,36.0,88.290324598,9655.5677778,1.0,172627.88,1921.0,15.0,150.62633056,11508.525333,1.0,170828.01,1920.0,15.0,85.584863729,11388.534,1.0,180841.11,2100.0,17,78.523921093,10637.712353,1,-0.082502236,-0.009686971
Activase,Alteplase,1,"Genentech, Inc.",8386824.34,1869.304,2808.0,4412.8525784,2986.7608048,0.0,8985326.9,2008.336,3125.0,4263.3057537,2875.304608,0.0,8240927.66,1692.329,2853.0,4624.5736638,2888.5130249,0.0,8648436.89,1670.119,3214.0,4766.1438174,2690.8639981,0.0,7137248.77,2364.362,2660,2992.2473283,2683.1762293,1,-0.372186941,-0.092556661
Activella,Estradiol/Norethindrone Acet,1,Amneal Pharmace,0.0,0.0,0.0,0.0,0.0,0.0,9025.63,1092.0,31.0,8.2652289377,291.14935484,1.0,12984.26,1428.0,45.0,9.0926190476,288.53911111,1.0,19443.32,1876.0,63.0,10.36424307,308.62412698,1.0,15213.7,1540.0,48,9.879025974,316.95208333,1,-0.046816453,0.0612549931
Actonel,Risedronate Sodium,1,Actavis/Allerga,83528.36,1208.0,292.0,114.43185935,286.0560274,1.0,61829.8,957.0,163.0,127.23890952,379.32392638,1.0,38824.9,340.0,94.0,155.58893088,413.03085106,1.0,30731.21,271.0,73.0,158.03893591,420.97547945,1.0,24529.97,208.0,69,157.94735242,355.50681159,1,-0.0005795,0.0839053227
Actos,Pioglitazone HCl,1,Takeda Pharmace,83856.17,5278.0,167.0,15.612018422,502.13275449,1.0,66421.95,4195.0,120.0,16.131175351,553.51625,1.0,64250.99,4053.0,94.0,16.389739039,683.52117021,1.0,61155.36,2591.0,77.0,22.591275696,794.22545455,1.0,24149.42,1740.03,36,13.195223645,670.81722222,1,-0.415915072,-0.041174832
