Brnd_Name,Gnrc_Name
Se-Natal-19,PNV 119/Iron Fum/Folic Acid
Seasonique,L-Norgest/E.Estradiol-E.Estrad
Secuado,Asenapine
Securesafe Pen Needle,"Pen Needle, Diabetic, Safety"
Seglentis,Tramadol HCl/Celecoxib
Segluromet,Ertugliflozin/Metformin
Selegiline HCl,Selegiline HCl
Selenium Sulfide,Selenium Sulfide
Selzentry,Maraviroc
Semglee,"Insulin Glargine,Hum.Rec.Anlog"
Semglee (Yfgn),Insulin Glargine-Yfgn
Semglee (Yfgn) Pen,Insulin Glargine-Yfgn
Semglee Pen,"Insulin Glargine,Hum.Rec.Anlog"
Sensipar,Cinacalcet HCl
Sensorcaine,Bupivacaine HCl
Sensorcaine-MPF,Bupivacaine HCl/PF
Serevent Diskus,Salmeterol Xinafoate
Seroquel,Quetiapine Fumarate
Seroquel XR,Quetiapine Fumarate
Serostim,Somatropin
Sertraline HCl,Sertraline HCl
Setlakin,Levonorgestrel/Ethin.Estradiol
Sevelamer Carbonate,Sevelamer Carbonate
Sevelamer HCl,Sevelamer HCl
Seysara,Sarecycline HCl
Sf,Fluoride (Sodium)
Sf 5000 Plus,Fluoride (Sodium)
Sfrowasa,Mesalamine
Sharobel,Norethindrone
Shingrix,Varicella-Zoster Ge/As01b/PF
Signifor,Pasireotide Diaspartate
Signifor Lar,Pasireotide Pamoate
Siklos,Hydroxyurea
Sildenafil Citrate,Sildenafil Citrate
Silenor,Doxepin HCl
Siliq,Brodalumab
Silodosin,Silodosin
Silvadene,Silver Sulfadiazine
Silver Nitrate,Silver Nitrate
Silver Nitrate Applicator,Silver Nitrate Applicator
Silver Sulfadiazine,Silver Sulfadiazine
Simbrinza,Brinzolamide/Brimonidine Tart
Simpesse,L-Norgest/E.Estradiol-E.Estrad
Simponi,Golimumab
Simponi Aria,Golimumab
Simvastatin,Simvastatin
Sinemet 25-100,Carbidopa/Levodopa
Single Use Swab,Alcohol Antiseptic Pads
Singulair,Montelukast Sodium
Sirolimus,Sirolimus
Sirturo,Bedaquiline Fumarate
Sitavig,Acyclovir
Sivextro*,Tedizolid Phosphate
Skelaxin,Metaxalone
Skyla,Levonorgestrel
Skyrizi (2 Syringes) Kit,Risankizumab-Rzaa
Skyrizi On-Body,Risankizumab-Rzaa
Skyrizi Pen,Risankizumab-Rzaa
Skyrizi*,Risankizumab-Rzaa
Slynd,Drospirenone
Smoflipid,Fat Emul/Soy/Mct/Oliv/Fish Oil
Soaanz,Torsemide
Sod Sulf-Potass Sulf-Mag Sulf,"Sodium, Potassium,Mag Sulfates"
Sodium Acetate,Sodium Acetate
Sodium Bicarbonate,Sodium Bicarbonate
Sodium Chloride,Sodium Chloride
Sodium Chloride*,0.9 % Sodium Chloride
Sodium Citrate-Citric Acid,Citric Acid/Sodium Citrate
Sodium Fluoride 5000 Dry Mouth,Fluoride (Sodium)
Sodium Fluoride 5000 Plus,Fluoride (Sodium)
Sodium Fluoride Enamel Protect,Sodium Fluoride/Potassium Nit
Sodium Fluoride Sensitive,Sodium Fluoride/Potassium Nit
Sodium Fluoride*,Fluoride (Sodium)
Sodium Phenylbutyrate,Sodium Phenylbutyrate
Sodium Phosphate,"Sod Phosphate,Monobasic-Dibas"
Sodium Polystyrene Sulfonate*,Sodium Polystyrene Sulfonate
Sodium Sulfacetamide-Sulfur,Sulfacetamide Sod/Sulfur/Urea
Sofosbuvir-Velpatasvir,Sofosbuvir/Velpatasvir
Solifenacin Succinate,Solifenacin Succinate
Soliqua 100-33,Insulin Glargine/Lixisenatide
Soliris,Eculizumab
Solodyn,Minocycline HCl
Solosec,Secnidazole
Soltamox,Tamoxifen Citrate
Solu-Cortef,Hydrocortisone Sod Succinate
Solu-Medrol,Methylprednisolone Sod Succ
Solu-Medrol*,Methylprednisolone Sod Succ/PF
Soma,Carisoprodol
Somatuline Depot,Lanreotide Acetate
Somavert,PEGvisomant
Soolantra,IVermectin
Sorafenib,Sorafenib Tosylate
Sorilux,Calcipotriene
Sorine,Sotalol HCl
Sotalol,Sotalol HCl
Sotalol Af,Sotalol HCl
Sotyktu,Deucravacitinib
Sotylize,Sotalol HCl
Sovaldi,Sofosbuvir
Spevigo,Spesolimab-Sbzo
Spinosad,Spinosad
Spinraza,Nusinersen Sodium/PF
Spiriva Handihaler,Tiotropium Bromide
Spiriva Respimat,Tiotropium Bromide
Spironolactone,Spironolactone
Spironolactone-HCTZ,Spironolact/Hydrochlorothiazid
Sporanox,Itraconazole
Spravato,Esketamine HCl
Sprintec,Norgestimate-Ethinyl Estradiol
Spritam,Levetiracetam
Sprix,Ketorolac Tromethamine
Sprycel,Dasatinib
Sps*,Sodium Polystyrene Sulfon/Sorb
Sronyx,Levonorgestrel/Ethin.Estradiol
Ssd,Silver Sulfadiazine
Sski,Potassium Iodide
Stalevo 100,Carbidopa/Levodopa/Entacapone
Stalevo 125,Carbidopa/Levodopa/Entacapone
Stalevo 150,Carbidopa/Levodopa/Entacapone
Stalevo 200,Carbidopa/Levodopa/Entacapone
Stalevo 50,Carbidopa/Levodopa/Entacapone
Stalevo 75,Carbidopa/Levodopa/Entacapone
Steglatro,Ertugliflozin Pidolate
Steglujan,Ertugliflozin/Sitagliptin Phos
Stelara*,Ustekinumab
Sterile Pads,Gauze Bandage
Stiolto Respimat,Tiotropium Br/Olodaterol HCl
Stivarga,Regorafenib
Strattera,Atomoxetine HCl
Strensiq,Asfotase Alfa
Streptomycin Sulfate,Streptomycin Sulfate
Stribild,Elviteg/Cob/Emtri/Tenofo Disop
Striverdi Respimat,Olodaterol HCl
Stromectol,IVermectin
Sublocade,Buprenorphine
Suboxone,Buprenorphine HCl/Naloxone HCl
Subsys,Fentanyl
Subvenite,Lamotrigine
Subvenite (Orange),Lamotrigine
Sucraid,Sacrosidase
Sucralfate,Sucralfate
Sular,Nisoldipine
Sulfacetamide Sodium*,Sulfacetamide Sodium
Sulfacetamide-Prednisolone,Sulfacetamide/Prednisolone Sp
Sulfadiazine,Sulfadiazine
Sulfamethoxazole-Trimethoprim*,Sulfamethoxazole/Trimethoprim
Sulfamylon,Mafenide Acetate
Sulfasalazine,Sulfasalazine
Sulfasalazine Dr,Sulfasalazine
Sulindac,Sulindac
Sumatriptan,Sumatriptan
Sumatriptan Succ-Naproxen Sod,Sumatriptan Succ/Naproxen Sod
Sumatriptan Succinate*,Sumatriptan Succinate
Sunitinib Malate,Sunitinib Malate
Sunosi,Solriamfetol HCl
Suprep,"Sodium, Potassium,Mag Sulfates"
Sure Comfort,"Pen Needle, Diabetic"
Sure Comfort Alcohol,Alcohol Antiseptic Pads
Sure Comfort Insulin Syringe,"Syring-Needl,Disp,Insul,0.3 Ml"
Sure Comfort Pen Needle,"Pen Needle, Diabetic"
Sure-Fine Pen Needles,"Pen Needle, Diabetic"
Sure-Ject Insulin Syringe,"Syring-Needl,Disp,Insul,0.3 Ml"
Sure-Prep Alcohol Prep Pads,Alcohol Antiseptic Pads
Sustiva,Efavirenz
Sustol,Granisetron
Sutab,Sod Sulf/Pot Chloride/Mag Sulf
Sutent,Sunitinib Malate
Syeda,Ethinyl Estradiol/Drospirenone
Symax Duotab,Hyoscyamine Sulfate
Symbicort,Budesonide/Formoterol Fumarate
Symbyax,Olanzapine/Fluoxetine HCl
Symdeko,Tezacaftor/IVacaftor
Symfi,Efavirenz/Lamivu/Tenofov Disop
Symfi Lo,Efavirenz/Lamivu/Tenofov Disop
Symjepi,Epinephrine
Symlinpen 120,Pramlintide Acetate
Symlinpen 60,Pramlintide Acetate
Sympazan,Clobazam
Symproic,Naldemedine Tosylate
Symtuza,Darunavir/Cob/Emtri/Tenof Alaf
Synagis,Palivizumab
Synalar,Fluocinolone Acetonide
Synarel,Nafarelin Acetate
Synera,Lidocaine/Tetracaine
Synjardy,Empagliflozin/Metformin HCl
Synjardy XR,Empagliflozin/Metformin HCl
Synribo,Omacetaxine Mepesuccinate
Synthroid,Levothyroxine Sodium
Syprine,Trientine HCl
Tabloid,Thioguanine
Tabrecta,Capmatinib Hydrochloride
Taclonex,Calcipotriene/Betamethasone
Tacrolimus*,Tacrolimus
Tadalafil,Tadalafil
Tafinlar,Dabrafenib Mesylate
Tafluprost,Tafluprost/PF
Tagrisso,Osimertinib Mesylate
Takhzyro,Lanadelumab-Flyo
Talicia,Omeprazole/Amoxicill/Rifabutin
Taltz Autoinjector,Ixekizumab
Taltz Autoinjector (2 Pack),Ixekizumab
Taltz Autoinjector (3 Pack),Ixekizumab
Taltz Syringe,Ixekizumab
Talzenna,Talazoparib Tosylate
Tamiflu,Oseltamivir Phosphate
Tamoxifen Citrate,Tamoxifen Citrate
Tamsulosin HCl,Tamsulosin HCl
Tarceva,Erlotinib HCl
Targadox,Doxycycline Hyclate
Targretin*,Bexarotene
Tarina 24 Fe,Norethindrone-E.Estradiol-Iron
Tarina Fe 1-20 Eq,Norethindrone-E.Estradiol-Iron
Taron-C DHA,Mvn-Min75/Iron/Iron Ps/Om3/DHA
Tarpeyo,Budesonide
Tasigna,Nilotinib HCl
Tavaborole,Tavaborole
Tavalisse,Fostamatinib Disodium
Tavneos,Avacopan
Taysofy,Norethindrone-E.Estradiol-Iron
Taytulla,Norethindrone-E.Estradiol-Iron
Tazarotene,Tazarotene
Tazicef*,Ceftazidime
Tazorac,Tazarotene
Taztia Xt,Diltiazem HCl
Tazverik,Tazemetostat Hydrobromide
Tdvax,"Tetanus, Diphtheria Tox,Adult"
Tecentriq,Atezolizumab
Tecfidera,Dimethyl Fumarate
Techlite Insulin Syringe,"Syrge-Ndl,Ins 0.3 Ml Half Mark"
Techlite Pen Needle,"Pen Needle, Diabetic"
Teflaro,Ceftaroline Fosamil Acetate
Tegretol,Carbamazepine
Tegretol XR,Carbamazepine
Tegsedi,Inotersen Sodium
Tekturna,Aliskiren Hemifumarate
Tekturna HCT,Aliskiren/Hydrochlorothiazide
Telmisartan,Telmisartan
Telmisartan-Amlodipine,Telmisartan/Amlodipine
Telmisartan-Hydrochlorothiazid,Telmisartan/Hydrochlorothiazid
Temazepam,Temazepam
Temozolomide,Temozolomide
Temsirolimus,Temsirolimus
Tencon,Butalbital/Acetaminophen
Tenivac,Tetanus-Diphtheria Toxoids/PF
Tenofovir Disoproxil Fumarate,Tenofovir Disoproxil Fumarate
Tenoretic 100,Atenolol/Chlorthalidone
Tenoretic 50,Atenolol/Chlorthalidone
Tenormin,Atenolol
Tepezza,Teprotumumab-Trbw
Tepmetko,Tepotinib HCl
Terazosin HCl,Terazosin HCl
Terbinafine HCl,Terbinafine HCl
Terbutaline Sulfate*,Terbutaline Sulfate
Terconazole,Terconazole
Teriparatide,Teriparatide
Terumo Insulin Syringe,"Syringe-Needle,Insulin,0.5 Ml"
Testim,Testosterone
Testopel,Testosterone
Testosterone,Testosterone
Testosterone Cypionate,Testosterone Cypionate
Testosterone Enanthate,Testosterone Enanthate
Tetrabenazine,Tetrabenazine
Tetracaine HCl,Tetracaine HCl
Tetracaine HCl*,Tetracaine HCl/PF
Tetracycline HCl,Tetracycline HCl
Texacort,Hydrocortisone
Tezspire,Tezepelumab-Ekko
Thalitone,Chlorthalidone
Thalomid,Thalidomide
Theo-24,Theophylline Anhydrous
Theophylline,Theophylline Anhydrous
Theophylline ER,Theophylline Anhydrous
Thiola,Tiopronin
Thiola EC,Tiopronin
Thioridazine HCl,Thioridazine HCl
Thiothixene,Thiothixene
Thrivite Rx,"Prenatal Vit,Calc76/Iron/Folic"
Thyquidity,Levothyroxine Sodium
Thyrogen,Thyrotropin Alfa
Tiadylt ER,Diltiazem HCl
Tiagabine HCl,Tiagabine HCl
Tiazac,Diltiazem HCl
Tibsovo,IVosidenib
Ticovac,Tick-Borne Encephalitis Vaccin
Tigan*,Trimethobenzamide HCl
Tigecycline,Tigecycline
Tiglutik,Riluzole
Tikosyn,Dofetilide
Tilia Fe,Norethindrone-E.Estradiol-Iron
Timolol Maleate,Timolol Maleate/PF
Timolol Maleate*,Timolol Maleate
Timoptic Ocudose,Timolol Maleate/PF
Timoptic-Xe,Timolol Maleate
Tinidazole,Tinidazole
Tiopronin,Tiopronin
Tirosint,Levothyroxine Sodium
Tirosint-Sol,Levothyroxine Sodium
Tis-U-Sol Pentalyte,"Sod,Pot Chlor/Mag/Sod,Pot Phos"
Tivdak,Tisotumab Vedotin-Tftv
Tivicay,Dolutegravir Sodium
Tivicay Pd,Dolutegravir Sodium
Tizanidine HCl,Tizanidine HCl
Tlando,Testosterone Undecanoate
Tobi Podhaler,Tobramycin
Tobradex,Tobramycin/Dexamethasone
Tobradex St,Tobramycin/Dexamethasone
Tobramycin,Tobramycin In 0.225% Sod Chlor
Tobramycin Sulfate,Tobramycin Sulfate
Tobramycin*,Tobramycin
Tobramycin-Dexamethasone,Tobramycin/Dexamethasone
Tobrex,Tobramycin
Tolcapone,Tolcapone
Tolsura,Itraconazole
Tolterodine Tartrate,Tolterodine Tartrate
Tolterodine Tartrate ER,Tolterodine Tartrate
Tolvaptan,Tolvaptan
Topamax,Topiramate
Topcare Clickfine,"Pen Needle, Diabetic"
Topiramate,Topiramate
Topiramate ER,Topiramate
Topotecan HCl,Topotecan HCl
Toprol XL,Metoprolol Succinate
Toremifene Citrate,Toremifene Citrate
Torsemide,Torsemide
Tosymra,Sumatriptan
Toujeo Max Solostar,"Insulin Glargine,Hum.Rec.Anlog"
Toujeo Solostar,"Insulin Glargine,Hum.Rec.Anlog"
Tovet Emollient,Clobetasol Propionate/Emoll
Toviaz,Fesoterodine Fumarate
Tracleer,Bosentan
Tradjenta,Linagliptin
Tralement,Zinc/Copper/Manganese/Selenium
Tramadol HCl,Tramadol HCl
Tramadol HCl ER,Tramadol HCl
Tramadol HCl-Acetaminophen,Tramadol HCl/Acetaminophen
Trandolapril,Trandolapril
Trandolapril-Verapamil ER,Trandolapril/Verapamil HCl
Tranexamic Acid*,Tranexamic Acid
Transderm-Scop,Scopolamine
Tranxene T-Tab,Clorazepate Dipotassium
Tranylcypromine Sulfate,Tranylcypromine Sulfate
Travasol,Parenteral Amino Acid 10% No.6
Travatan Z,Travoprost
Travoprost,Travoprost
Trazimera,Trastuzumab-Qyyp
Trazodone HCl,Trazodone HCl
Treanda,Bendamustine HCl
Trelegy Ellipta,Fluticasone/Umeclidin/Vilanter
Trelstar,Triptorelin Pamoate
Tremfya,Guselkumab
Treprostinil,Treprostinil Sodium
Tresiba,Insulin Degludec
Tresiba Flextouch U-100,Insulin Degludec
Tresiba Flextouch U-200,Insulin Degludec
Tretinoin Microsphere,Tretinoin Microspheres
Tretinoin*,Tretinoin
Trexall,Methotrexate Sodium
Treximet,Sumatriptan Succ/Naproxen Sod
Trezix,Acetaminophen/Caff/Dihydrocod
Tri Femynor,Norgestimate-Ethinyl Estradiol
Tri-Estarylla,Norgestimate-Ethinyl Estradiol
Tri-Legest Fe,Norethindrone-E.Estradiol-Iron
Tri-Linyah,Norgestimate-Ethinyl Estradiol
Tri-Lo-Estarylla,Norgestimate-Ethinyl Estradiol
Tri-Lo-Marzia,Norgestimate-Ethinyl Estradiol
Tri-Lo-Mili,Norgestimate-Ethinyl Estradiol
Tri-Lo-Sprintec,Norgestimate-Ethinyl Estradiol
Tri-Mili,Norgestimate-Ethinyl Estradiol
Tri-Nymyo,Norgestimate-Ethinyl Estradiol
Tri-Previfem,Norgestimate-Ethinyl Estradiol
Tri-Sprintec,Norgestimate-Ethinyl Estradiol
Tri-Vylibra,Norgestimate-Ethinyl Estradiol
Tri-Vylibra Lo,Norgestimate-Ethinyl Estradiol
Triamcinolone Acetonide*,Triamcinolone Acetonide
Triamterene,Triamterene
Triamterene-Hydrochlorothiazid,Triamterene/Hydrochlorothiazid
Trianex,Triamcinolone Acetonide
Triazolam,Triazolam
Tribenzor,Olmesartan/Amlodipin/HCThiazid
Tricare,Prenatal Vit103/Iron Fum/Folic
Tricitrates,Sod/Pot/K Cit/Sod Cit/Cit Acid
Tricor,Fenofibrate Nanocrystallized
Triderm,Triamcinolone Acetonide
Trientine HCl,Trientine HCl
Triesence,Triamcinolone Acetonide/PF
Trifluoperazine HCl,Trifluoperazine HCl
Trifluridine,Trifluridine
Trihexyphenidyl HCl,Trihexyphenidyl HCl
Trijardy XR,Empaglifloz/Linaglip/Metformin
Trikafta,Elexacaftor/Tezacaftor/IVacaft
Trileptal,Oxcarbazepine
Trilipix,Fenofibric Acid (Choline)
Trimethobenzamide HCl,Trimethobenzamide HCl
Trimethoprim,Trimethoprim
Trimipramine Maleate,Trimipramine Maleate
Trinatal Rx 1,"Prenatal Vit27,Calcium/Iron/FA"
Trintellix,Vortioxetine Hydrobromide
Triphrocaps,B Complex W-C No.20/Folic Acid
Triumeq,Abacavir/Dolutegravir/Lamivudi
Trivora-28,Levonorgestrel/Ethin.Estradiol
Trizivir,Abacavir/Lamivudine/Zidovudine
Trodelvy,Sacituzumab Govitecan-Hziy
Trogarzo,Ibalizumab-Uiyk
Trokendi XR,Topiramate
Tropicamide,Tropicamide
Trospium Chloride,Trospium Chloride
Trospium Chloride ER,Trospium Chloride
Trudhesa,Dihydroergotamine Mesylate
True Comfort Alcohol Pads,Alcohol Antiseptic Pads
True Comfort Pro Alcohol Pads,Alcohol Antiseptic Pads
True Comfort Pro Ins Syringe,"Syringe And Needle,Insulin,1ml"
True Comfort Pro Pen Needle,"Pen Needle, Diabetic"
Trueplus Insulin Syringe,"Syring-Needl,Disp,Insul,0.3 Ml"
Trueplus Pen Needle,"Pen Needle, Diabetic"
Trulance,Plecanatide
Trulicity,Dulaglutide
Trumenba,"N.Meningitidis B,Lipid Fhbp Rc"
Truseltiq,Infigratinib Phosphate
Trusopt,Dorzolamide HCl
Truvada,Emtricitabine/Tenofovir (Tdf)
Truxima,Rituximab-Abbs
Tudorza Pressair,Aclidinium Bromide
Tukysa,Tucatinib
Turalio,Pexidartinib Hydrochloride
Twinrix,Hepatitis A And B Vaccine/PF
Twyneo,Tretinoin/Benzoyl Peroxide
Tyblume,Levonorgestrel/Ethin.Estradiol
Tybost,Cobicistat
Tydemy,Drospir/Eth Estra/Levomefol Ca
Tygacil,Tigecycline
Tykerb,Lapatinib Ditosylate
Tymlos,Abaloparatide
Typhim Vi,Typhoid Vi Polysacch Vaccine
Tyrvaya,Varenicline Tartrate
Tysabri,Natalizumab
Tyvaso Dpi,Treprostinil
Tyvaso Refill Kit,Treprostinil/Neb Accessories
Tyvaso Starter Kit,Treprostinil/Nebulizer/Accesor
Ubrelvy,Ubrogepant
Uceris*,Budesonide
Udenyca,PEGfilgrastim-Cbqv
Ukoniq,Umbralisib Tosylate
Uloric,Febuxostat
Ulticare,"Syring-Needl,Disp,Insul,0.3 Ml"
Ulticare Insulin Syringe,"Syrge-Ndl,Ins 0.3 Ml Half Mark"
Ulticare Pen Needle,"Pen Needle, Diabetic"
Ulticare Safety Pen Needle,"Pen Needle, Diabetic, Safety"
Ultiguard Safepack-Insulin Syr,"Syr,Ndl,Insulin,1ml-Sharps Bin"
Ultiguard Safepack-Pen Needle,"Pen Needle, Diabetic,Disp Unit"
Ultilet Pen Needle,"Pen Needle, Diabetic"
Ultomiris,Ravulizumab-Cwvz
Ultra Comfort,"Syrge-Ndl,Ins 0.3 Ml Half Mark"
Ultra Flo Insulin Syringe,"Syring-Needl,Disp,Insul,0.3 Ml"
Ultra Flo Pen Needle,"Pen Needle, Diabetic"
Ultra Thin,"Pen Needle, Diabetic"
Ultra-Fine Micro Pen Needle,"Pen Needle, Diabetic"
Ultra-Fine Mini Pen Needle,"Pen Needle, Diabetic"
Ultra-Fine Nano Pen Needle,"Pen Needle, Diabetic"
Ultra-Fine Original Pen Needle,"Pen Needle, Diabetic"
Ultra-Fine Short Pen Needle,"Pen Needle, Diabetic"
Ultra-Thin II,"Pen Needle, Diabetic"
Ultracare Insulin Syringe,"Syring-Needl,Disp,Insul,0.3 Ml"
Ultracare Pen Needle,"Pen Needle, Diabetic"
Ultravate,Halobetasol Propionate
Unasyn,Ampicillin Sod/Sulbactam Sod
Unifine Pen Needle,"Pen Needle, Diabetic"
Unifine Pentips,"Pen Needle, Diabetic"
Unifine Pentips Maxflow,"Pen Needle, Diabetic"
Unifine Pentips Plus,"Pen Needle, Diabetic"
Unifine Pentips Plus Maxflow,"Pen Needle, Diabetic"
Unifine Safecontrol,"Pen Needle,Dual Safety,Diabetc"
Unifine Ultra Pen Needle,"Pen Needle, Diabetic"
Unithroid,Levothyroxine Sodium
Uplizna,Inebilizumab-Cdon
Uptravi,Selexipag
Urea,Urea
Uro-Mp,Meth/Meblue/Sod Phos/Psal/Hyos
Urocit-K,Potassium Citrate
Urogesic-Blue,Methenam/Sod Phos/Mblue/Hyoscy
Uroxatral,Alfuzosin HCl
Urso,Ursodiol
Urso Forte,Ursodiol
Ursodiol,Ursodiol
V-Go 20,"Sub-Q Insulin Device, 20 Unit"
V-Go 30,"Sub-Q Insulin Device, 30 Unit"
V-Go 40,"Sub-Q Insulin Device, 40 Unit"
Vabomere,Meropenem/Vaborbactam
Vabysmo,Faricimab-Svoa
Vagifem,Estradiol
Valacyclovir,Valacyclovir HCl
Valchlor,Mechlorethamine HCl
Valcyte,Valganciclovir HCl
Valganciclovir HCl,Valganciclovir HCl
Valium,Diazepam
Valproate Sodium,Valproic Acid (As Sodium Salt)
Valproic Acid,Valproic Acid
Valrubicin,Valrubicin
Valsartan,Valsartan
Valsartan-Hydrochlorothiazide,Valsartan/Hydrochlorothiazide
Valtoco,Diazepam
Valtrex,Valacyclovir HCl
Vancocin HCl,Vancomycin HCl
Vancomycin,Vancomycin HCl In 5 % Dextrose
Vancomycin HCl,Vancomycin HCl In 5 % Dextrose
Vancomycin HCl*,Vancomycin HCl
Vancomycin HCl-0.9% NaCl,Vancomycin/0.9 % Sod Chloride
Vancomycin HCl-D5W,Vancomycin HCl In 5 % Dextrose
Vandazole,Metronidazole
Vanishpoint,"Syringe And Needle,Insulin,1ml"
Vanishpoint Insulin Syringe,"Syringe,Needle,Insuln,Safe,1ml"
Vanos,Fluocinonide
Vaqta,Hepatitis A Virus Vaccine/PF
Vardenafil HCl,Vardenafil HCl
Varenicline,Varenicline Tartrate
Varenicline Tartrate,Varenicline Tartrate
Varivax Vaccine,Varicella Vaccine Live/PF
Varubi,Rolapitant HCl
Vascepa,Icosapent Ethyl
Vaseretic,Enalapril/Hydrochlorothiazide
Vasotec,Enalapril Maleate
Vecamyl,Mecamylamine HCl
Vectibix,Panitumumab
Vectical,Calcitriol
Veklury,Remdesivir
Velcade,Bortezomib
Veletri,Epoprostenol Sodium
Velivet,Desogestrel-Ethinyl Estradiol
Velphoro,Sucroferric Oxyhydroxide
Veltassa,Patiromer Calcium Sorbitex
Vemlidy,Tenofovir Alafenamide
Venclexta,Venetoclax
Venclexta Starting Pack,Venetoclax
Venlafaxine Besylate ER,Venlafaxine Besylate
Venlafaxine HCl,Venlafaxine HCl
Venlafaxine HCl ER,Venlafaxine HCl
Venofer,Iron Sucrose Complex
Ventolin HFA,Albuterol Sulfate
Veo Insulin Syringe,"Syrge-Ndl,Ins 0.3 Ml Half Mark"
Verapamil ER,Verapamil HCl
Verapamil ER PM,Verapamil HCl
Verapamil HCl*,Verapamil HCl
Verapamil SR,Verapamil HCl
Verdeso,Desonide
Veregen,Sinecatechins
Verelan,Verapamil HCl
Verelan PM,Verapamil HCl
Verkazia,Cyclosporine
Verquvo,Vericiguat
Versacloz,Clozapine
Verzenio,Abemaciclib
Vesicare,Solifenacin Succinate
Vesicare Ls,Solifenacin Succinate
Vestura,Ethinyl Estradiol/Drospirenone
Vfend,Voriconazole
Vfend IV,Voriconazole
Viagra,Sildenafil Citrate
Vibativ,Telavancin HCl
Viberzi,Eluxadoline
Vibramycin,Doxycycline Calcium
Victoza 2-Pak,Liraglutide
Victoza 3-Pak,Liraglutide
Vidaza,Azacitidine
Vienva,Levonorgestrel/Ethin.Estradiol
Vigabatrin,Vigabatrin
Vigamox,Moxifloxacin HCl
Viibryd,Vilazodone HCl
Vijoice,Alpelisib
Vilazodone HCl,Vilazodone HCl
Vimizim,Elosulfase Alfa
Vimovo,Naproxen/Esomeprazole Mag
Vimpat*,Lacosamide
Vinblastine Sulfate,Vinblastine Sulfate
Vincasar PFS,Vincristine Sulfate
Vincristine Sulfate,Vincristine Sulfate
Vinorelbine Tartrate,Vinorelbine Tartrate
Viokace,Lipase/Protease/Amylase
Viorele,Desog-E.Estradiol/E.Estradiol
Viracept,Nelfinavir Mesylate
Viramune XR,Nevirapine
Viread,Tenofovir Disoproxil Fumarate
Virt-C DHA,Mvn-Min75/Iron/Iron Ps/Om3/DHA
Virt-Caps,B Complex W-C No.20/Folic Acid
Virt-Nate DHA,PNV 11/Iron Fum/Folic Acid/Om3
Virt-Pn DHA,Multivit 47/Iron/Folate 1/DHA
Vistaril,Hydroxyzine Pamoate
Vitafol Fe Plus,PNV 102/Iron/Folate/DHA
Vitafol Gummies,PNV 112/Iron/Folic/Om3/DHA/EPA
Vitafol Ultra,PNV 67/Iron Ps/Folate No.1/DHA
Vitafol-Ob,Prenatal Vit 10/Iron Fum/Folic
Vitafol-Ob+DHA,Prenatal Vit 10/Iron/Folic/DHA
Vitafol-One,Prenatal 26/Iron Ps/Folic/DHA
Vitamin B-1,Thiamine HCl
Vitamin D2,Ergocalciferol (Vitamin D2)
Vitrakvi,Larotrectinib Sulfate
Vivelle-Dot,Estradiol
Vivitrol,Naltrexone Microspheres
Vivjoa,Oteseconazole
Vizimpro,Dacomitinib
Volnea,Desog-E.Estradiol/E.Estradiol
Voltaren,Diclofenac Sodium
Vonjo,Pacritinib Citrate
Voriconazole*,Voriconazole
Vosevi,Sofosbuvir/Velpatas/Voxilaprev
Votrient,Pazopanib HCl
Vp-PNV-DHA,Prenatal No.52/Iron/FA/DHA
Vp-Vite Rx,Vit B Comp No.3/Folic/C/Biotin
Vpriv,Velaglucerase Alfa
Vraylar,Cariprazine HCl
Vtama,Tapinarof
Vtol Lq,Butalb/Acetaminophen/Caffeine
Vuity,Pilocarpine HCl
Vumerity,Diroximel Fumarate
Vusion,Miconazole Nitrate/Zinc Ox/Pet
Vyepti,Eptinezumab-Jjmr
Vyfemla,Norethindrone-Ethin. Estradiol
Vylibra,Norgestimate-Ethinyl Estradiol
Vyndamax,Tafamidis
Vyndaqel,Tafamidis Meglumine
Vyondys-53,Golodirsen
Vytorin,Ezetimibe/Simvastatin
Vyvanse,Lisdexamfetamine Dimesylate
Vyvgart,Efgartigimod Alfa-Fcab
Vyzulta,Latanoprostene Bunod
Wakix,Pitolisant HCl
Warfarin Sodium,Warfarin Sodium
Water,"Water For Irrigation,Sterile"
Webcol,Alcohol Antiseptic Pads
Welchol,Colesevelam HCl
Welireg,Belzutifan
Wellbutrin SR,Bupropion HCl
Wellbutrin XL,Bupropion HCl
Wera,Norethindrone-Ethin. Estradiol
Wescap-Pn DHA,Multivit 47/Iron/Folate 1/DHA
Wesnate DHA,PNV 11/Iron Fum/Folic Acid/Om3
Westab Plus,"PNV,Calcium 72/Iron/Folic Acid"
Winlevi,Clascoterone
Wixela Inhub,Fluticasone Propion/Salmeterol
Wymzya Fe,Noreth-Ethinyl Estradiol/Iron
Xadago,Safinamide Mesylate
Xalatan,Latanoprost
Xalkori,Crizotinib
Xanax,Alprazolam
Xanax XR,Alprazolam
Xarelto,Rivaroxaban
Xatmep,Methotrexate
Xcopri,Cenobamate
Xeljanz,Tofacitinib Citrate
Xeljanz XR,Tofacitinib Citrate
Xeloda,Capecitabine
Xelpros,Latanoprost
Xembify,"Immune Globulin,Gamma(IgG)klhw"
Xenazine,Tetrabenazine
Xenical,Orlistat
Xenleta*,Lefamulin Acetate
Xeomin,Incobotulinumtoxina
Xerava,Eravacycline Di-Hydrochloride
Xerese,Acyclovir/Hydrocortisone
